product_key,product_name,category,subcategory,brand,unit_cost,selling_price
PROD-000530,GlowBotanic Vitamins & Supplements Ultra 433,Health & Personal Care,Vitamins & Supplements,GlowBotanic,8.03,17.09
PROD-000531,RadiantSkin Fitness Equipment Ultra 531,Health & Personal Care,Fitness Equipment,RadiantSkin,27.68,60.65
PROD-000532,GlowBotanic Personal Hygiene Lite 486,Health & Personal Care,Personal Hygiene,GlowBotanic,69.5,118.36
PROD-000533,FlexFit Skincare Pro 807,Health & Personal Care,Skincare,FlexFit,80.52,138.26
PROD-000534,PureSilk Personal Hygiene Max 729,Health & Personal Care,Personal Hygiene,PureSilk,24.13,66.9
PROD-000535,FlexFit Vitamins & Supplements Standard 967,Health & Personal Care,Vitamins & Supplements,FlexFit,131.41,195.07
PROD-000536,VitalityPlus Personal Hygiene Lite 371,Health & Personal Care,Personal Hygiene,VitalityPlus,6.68,19.02
PROD-000537,VitalityPlus Fitness Equipment Ultra 860,Health & Personal Care,Fitness Equipment,VitalityPlus,86.17,192.0
PROD-000538,GlowBotanic Personal Hygiene Ultra 444,Health & Personal Care,Personal Hygiene,GlowBotanic,31.07,61.93
PROD-000539,FlexFit Personal Hygiene Plus 314,Health & Personal Care,Personal Hygiene,FlexFit,51.15,75.98
PROD-000540,RadiantSkin Hair Care Lite 543,Health & Personal Care,Hair Care,RadiantSkin,80.31,136.05
PROD-000541,FlexFit Fitness Equipment Lite 739,Health & Personal Care,Fitness Equipment,FlexFit,50.17,107.91
PROD-000542,VitalityPlus Personal Hygiene Pro 742,Health & Personal Care,Personal Hygiene,VitalityPlus,57.17,143.62
PROD-000543,FlexFit Personal Hygiene Max 776,Health & Personal Care,Personal Hygiene,FlexFit,84.87,192.79
PROD-000544,PureSilk Fitness Equipment Standard 645,Health & Personal Care,Fitness Equipment,PureSilk,65.73,163.69
PROD-000545,RadiantSkin Fitness Equipment Standard 741,Health & Personal Care,General Accessories,RadiantSkin,13.46,21.37
PROD-000546,VitalityPlus Fitness Equipment Max 254,Health & Personal Care,Fitness Equipment,VitalityPlus,65.59,151.81
PROD-000547,FlexFit Fitness Equipment Lite 980,Health & Personal Care,Fitness Equipment,FlexFit,113.63,167.73
PROD-000549,VitalityPlus Personal Hygiene Plus 344,Health & Personal Care,Personal Hygiene,VitalityPlus,19.98,31.57
PROD-000550,PureSilk Vitamins & Supplements Plus 597,Health & Personal Care,Vitamins & Supplements,PureSilk,63.69,116.36
