line_key,order_key,product_key,quantity,unit_price,discount_pct,line_total_usd
LINE-0000894,ORD-000364,PROD-000475,2,120.5,0.0,241.0
LINE-0000895,ORD-000364,PROD-000316,1,163.58,0.0,163.58
LINE-0000896,ORD-000365,PROD-000185,1,291.76,0.1,262.58
LINE-0000897,ORD-000365,PROD-000105,1,1287.33,0.0,1287.33
LINE-0000898,ORD-000365,PROD-000095,1,733.78,0.2,587.02
LINE-0000899,ORD-000366,PROD-000353,1,110.89,0.15,94.26
LINE-0000900,ORD-000366,PROD-000009,1,1086.01,0.0,1086.01
LINE-0000901,ORD-000367,PROD-000301,1,43.8,0.0,43.8
LINE-0000902,ORD-000367,PROD-000392,4,50.05,0.0,200.2
LINE-0000903,ORD-000368,PROD-000383,1,98.58,0.2,78.86
LINE-0000904,ORD-000368,PROD-000366,1,117.71,0.0,117.71
LINE-0000906,ORD-000370,PROD-000517,3,104.59,0.0,313.77
LINE-0000907,ORD-000370,PROD-000018,2,292.3,0.05,555.37
LINE-0000908,ORD-000371,PROD-000124,4,372.72,0.2,1192.7
LINE-0000909,ORD-000371,PROD-000148,1,244.31,0.15,207.66
LINE-0000911,ORD-000371,PROD-000200,2,498.57,0.15,847.57
LINE-0000912,ORD-000372,PROD-000322,1,19.91,0.1,17.92
LINE-0000913,ORD-000372,PROD-000136,3,53.41,0.0,160.23
LINE-0000916,ORD-000373,PROD-000502,5,63.88,0.2,255.52
LINE-0000917,ORD-000373,PROD-000056,2,282.57,0.0,565.14
LINE-0000919,ORD-000374,PROD-000499,1,90.57,0.1,81.51
LINE-0000920,ORD-000374,PROD-000242,1,57.59,0.0,57.59
LINE-0000921,ORD-000375,PROD-000064,3,177.73,0.0,533.19
LINE-0000923,ORD-000376,PROD-000023,1,739.06,0.0,739.06
LINE-0000924,ORD-000376,PROD-000430,2,71.02,0.1,127.84
LINE-0000925,ORD-000376,PROD-000239,1,179.72,0.0,179.72
LINE-0000926,ORD-000376,PROD-000136,1,53.41,0.15,45.4
LINE-0000927,ORD-000377,PROD-000274,2,143.12,0.05,271.93
LINE-0000928,ORD-000377,PROD-000166,1,325.83,0.1,293.25
LINE-0000929,ORD-000377,PROD-000008,1,660.87,0.0,660.87
LINE-0000930,ORD-000378,PROD-000062,1,824.71,0.0,824.71
LINE-0000931,ORD-000378,PROD-000130,1,405.27,0.15,344.48
LINE-0000932,ORD-000379,PROD-000517,1,104.59,0.1,94.13
LINE-0000933,ORD-000379,PROD-000471,2,179.6,0.0,359.2
LINE-0000935,ORD-000379,PROD-000441,1,75.12,0.25,56.34
LINE-0000936,ORD-000380,PROD-000388,4,75.03,0.0,300.12
LINE-0000937,ORD-000380,PROD-000299,2,105.58,0.05,200.6
LINE-0000938,ORD-000380,PROD-000443,2,35.06,0.1,63.11
LINE-0000940,ORD-000381,PROD-000143,2,402.73,0.0,805.46
LINE-0000942,ORD-000381,PROD-000481,1,36.01,0.0,36.01
LINE-0000943,ORD-000382,PROD-000124,1,372.72,0.0,372.72
LINE-0000944,ORD-000383,PROD-000217,1,376.02,0.0,376.02
LINE-0000945,ORD-000384,PROD-000241,1,246.15,0.1,221.54
LINE-0000946,ORD-000384,PROD-000105,2,1287.33,0.0,2574.66
LINE-0000947,ORD-000384,PROD-000469,1,103.87,0.25,77.9
LINE-0000948,ORD-000384,PROD-000416,1,61.55,0.0,61.55
LINE-0000949,ORD-000385,PROD-000537,1,192.0,0.0,192.0
LINE-0000950,ORD-000385,PROD-000044,1,781.51,0.15,664.28
LINE-0000951,ORD-000385,PROD-000014,2,461.11,0.25,691.66
LINE-0000952,ORD-000385,PROD-000538,2,61.93,0.0,123.86
LINE-0000953,ORD-000386,PROD-000032,1,239.97,0.15,203.97
LINE-0000954,ORD-000386,PROD-000113,1,262.56,0.0,262.56
LINE-0000955,ORD-000387,PROD-000088,1,1434.05,0.2,1147.24
LINE-0000956,ORD-000387,PROD-000205,1,128.23,0.25,96.17
LINE-0000957,ORD-000387,PROD-000529,2,175.09,0.0,350.18
LINE-0000958,ORD-000387,PROD-000044,2,781.51,0.05,1484.87
LINE-0000959,ORD-000388,PROD-000482,1,29.45,0.05,27.98
LINE-0000960,ORD-000389,PROD-000083,1,764.68,0.15,649.98
LINE-0000961,ORD-000389,PROD-000049,5,102.74,0.1,462.33
LINE-0000962,ORD-000389,PROD-000302,2,175.06,0.25,262.59
LINE-0000963,ORD-000390,PROD-000209,1,140.44,0.0,140.44
LINE-0000964,ORD-000390,PROD-000418,1,110.42,0.05,104.9
LINE-0000965,ORD-000390,PROD-000184,1,119.18,0.0,119.18
LINE-0000966,ORD-000391,PROD-000453,4,161.91,0.0,647.64
LINE-0000967,ORD-000392,PROD-000549,1,31.57,0.2,25.26
LINE-0000968,ORD-000392,PROD-000371,1,86.7,0.2,69.36
LINE-0000974,ORD-000394,PROD-000458,2,171.39,0.2,274.22
LINE-0000975,ORD-000394,PROD-000266,1,185.8,0.2,148.64
LINE-0000976,ORD-000395,PROD-000156,4,251.59,0.05,956.04
LINE-0000977,ORD-000395,PROD-000082,4,26.87,0.0,107.48
LINE-0000978,ORD-000395,PROD-000369,1,16.81,0.25,12.61
LINE-0000979,ORD-000395,PROD-000067,2,847.45,0.0,1694.9
LINE-0000980,ORD-000396,PROD-000059,1,1314.73,0.1,1183.26
LINE-0000985,ORD-000398,PROD-000465,1,109.8,0.25,82.35
LINE-0000986,ORD-000399,PROD-000130,1,405.27,0.1,364.74
LINE-0000987,ORD-000399,PROD-000264,1,124.31,0.05,118.09
LINE-0000988,ORD-000399,PROD-000039,2,172.76,0.0,345.52
LINE-0000989,ORD-000399,PROD-000021,3,1093.86,0.1,2953.42
LINE-0000990,ORD-000400,PROD-000330,2,186.08,0.05,353.55
LINE-0000991,ORD-000401,PROD-000332,3,21.55,0.0,64.65
LINE-0000992,ORD-000402,PROD-000267,1,156.13,0.0,156.13
LINE-0000993,ORD-000403,PROD-000517,3,104.59,0.25,235.33
LINE-0000994,ORD-000403,PROD-000412,1,12.55,0.05,11.92
LINE-0000995,ORD-000403,PROD-000550,1,116.36,0.0,116.36
LINE-0000996,ORD-000404,PROD-000483,4,141.02,0.0,564.08
LINE-0000997,ORD-000404,PROD-000457,1,158.43,0.2,126.74
LINE-0000998,ORD-000405,PROD-000307,1,206.66,0.0,206.66
LINE-0000999,ORD-000405,PROD-000107,1,1182.28,0.0,1182.28
LINE-0001000,ORD-000405,PROD-000428,1,112.47,0.05,106.85
LINE-0001001,ORD-000405,PROD-000399,1,70.9,0.25,53.18
LINE-0001002,ORD-000406,PROD-000051,1,917.65,0.1,825.88
LINE-0001003,ORD-000406,PROD-000505,3,103.4,0.05,294.69
LINE-0001004,ORD-000406,PROD-000500,1,98.51,0.05,93.58
LINE-0001005,ORD-000407,PROD-000338,1,41.69,0.0,41.69
LINE-0001006,ORD-000407,PROD-000455,1,14.7,0.05,13.96
LINE-0001007,ORD-000408,PROD-000119,3,96.14,0.0,288.42
LINE-0001009,ORD-000408,PROD-000016,1,139.07,0.0,139.07
LINE-0001010,ORD-000409,PROD-000145,1,278.44,0.0,278.44
LINE-0001011,ORD-000409,PROD-000027,2,1166.65,0.25,1749.98
LINE-0001012,ORD-000409,PROD-000224,2,60.55,0.0,121.1
LINE-0001013,ORD-000409,PROD-000487,2,164.76,0.0,329.52
LINE-0001014,ORD-000410,PROD-000428,2,112.47,0.0,224.94
LINE-0001015,ORD-000411,PROD-000029,1,157.64,0.0,157.64
LINE-0001016,ORD-000411,PROD-000272,1,23.3,0.0,23.3
LINE-0001017,ORD-000412,PROD-000386,1,81.01,0.25,60.76
LINE-0001018,ORD-000412,PROD-000534,1,66.9,0.0,66.9
LINE-0001019,ORD-000413,PROD-000087,1,586.35,0.25,439.76
LINE-0001020,ORD-000414,PROD-000524,1,122.29,0.1,110.06
LINE-0001021,ORD-000415,PROD-000074,1,443.96,0.2,355.17
LINE-0001022,ORD-000416,PROD-000319,2,247.68,0.0,495.36
LINE-0001023,ORD-000416,PROD-000144,1,424.11,0.25,318.08
LINE-0001024,ORD-000416,PROD-000168,2,107.92,0.15,183.46
LINE-0001025,ORD-000417,PROD-000458,2,171.39,0.15,291.36
LINE-0001027,ORD-000418,PROD-000180,1,385.62,0.0,385.62
LINE-0001028,ORD-000419,PROD-000272,2,23.3,0.0,46.6
LINE-0001030,ORD-000420,PROD-000335,1,82.66,0.05,78.53
LINE-0001032,ORD-000420,PROD-000098,2,68.18,0.0,136.36
LINE-0001033,ORD-000421,PROD-000420,2,98.87,0.0,197.74
LINE-0001034,ORD-000421,PROD-000096,1,290.64,0.25,217.98
LINE-0001035,ORD-000421,PROD-000088,1,1434.05,0.1,1290.64
LINE-0001036,ORD-000422,PROD-000441,3,75.12,0.0,225.36
LINE-0001037,ORD-000422,PROD-000525,1,15.34,0.25,11.5
LINE-0001038,ORD-000423,PROD-000497,3,185.59,0.15,473.25
LINE-0001039,ORD-000423,PROD-000052,1,627.92,0.05,596.52
LINE-0001040,ORD-000423,PROD-000281,1,212.17,0.0,212.17
LINE-0001041,ORD-000423,PROD-000045,1,910.98,0.1,819.88
LINE-0001043,ORD-000425,PROD-000445,4,96.62,0.05,367.16
LINE-0001044,ORD-000425,PROD-000046,1,187.73,0.0,187.73
LINE-0001045,ORD-000425,PROD-000515,4,39.01,0.25,117.03
LINE-0001046,ORD-000426,PROD-000235,1,247.2,0.15,210.12
LINE-0001047,ORD-000426,PROD-000349,3,42.44,0.0,127.32
LINE-0001048,ORD-000426,PROD-000394,4,106.63,0.25,319.89
LINE-0001049,ORD-000427,PROD-000191,2,177.17,0.1,318.91
LINE-0001050,ORD-000427,PROD-000307,1,206.66,0.2,165.33
LINE-0001051,ORD-000427,PROD-000047,2,977.93,0.2,1564.69
LINE-0001052,ORD-000427,PROD-000439,1,47.47,0.05,45.1
LINE-0001053,ORD-000428,PROD-000447,4,17.81,0.25,53.43
LINE-0001054,ORD-000428,PROD-000027,1,1166.65,0.1,1049.99
LINE-0001055,ORD-000428,PROD-000280,1,175.3,0.0,175.3
LINE-0001057,ORD-000430,PROD-000354,2,19.9,0.2,31.84
LINE-0001058,ORD-000430,PROD-000107,5,1182.28,0.0,5911.4
LINE-0001059,ORD-000431,PROD-000372,1,113.32,0.2,90.66
LINE-0001060,ORD-000431,PROD-000254,2,72.61,0.1,130.7
LINE-0001061,ORD-000432,PROD-000001,4,487.03,0.05,1850.71
LINE-0001062,ORD-000432,PROD-000523,1,116.82,0.1,105.14
LINE-0001063,ORD-000433,PROD-000522,1,103.2,0.0,103.2
LINE-0001064,ORD-000433,PROD-000239,2,179.72,0.1,323.5
LINE-0001065,ORD-000433,PROD-000043,2,29.75,0.2,47.6
LINE-0001066,ORD-000433,PROD-000454,1,149.0,0.25,111.75
LINE-0001068,ORD-000434,PROD-000463,1,163.07,0.2,130.46
LINE-0001069,ORD-000435,PROD-000066,4,1137.35,0.0,4549.4
LINE-0001070,ORD-000436,PROD-000077,3,73.36,0.05,209.08
LINE-0001071,ORD-000436,PROD-000224,3,60.55,0.15,154.4
LINE-0001072,ORD-000436,PROD-000118,1,393.76,0.0,393.76
LINE-0001073,ORD-000437,PROD-000425,1,60.53,0.05,57.5
LINE-0001074,ORD-000437,PROD-000113,1,262.56,0.05,249.43
LINE-0001079,ORD-000439,PROD-000418,1,110.42,0.15,93.86
LINE-0001080,ORD-000440,PROD-000173,1,49.13,0.15,41.76
LINE-0001081,ORD-000441,PROD-000317,1,81.73,0.1,73.56
LINE-0001082,ORD-000441,PROD-000516,2,108.78,0.0,217.56
LINE-0001083,ORD-000441,PROD-000152,2,400.27,0.0,800.54
LINE-0001084,ORD-000442,PROD-000333,1,67.42,0.1,60.68
LINE-0001085,ORD-000442,PROD-000033,3,761.65,0.0,2284.95
LINE-0001086,ORD-000442,PROD-000202,3,215.58,0.2,517.39
LINE-0001087,ORD-000442,PROD-000304,1,178.65,0.2,142.92
LINE-0001088,ORD-000443,PROD-000490,2,160.67,0.25,241.0
LINE-0001089,ORD-000444,PROD-000537,1,192.0,0.0,192.0
LINE-0001090,ORD-000445,PROD-000043,1,29.75,0.25,22.31
LINE-0001091,ORD-000445,PROD-000003,1,266.03,0.0,266.03
LINE-0001092,ORD-000445,PROD-000418,1,110.42,0.0,110.42
LINE-0001093,ORD-000446,PROD-000083,3,764.68,0.2,1835.23
LINE-0001094,ORD-000446,PROD-000461,4,12.31,0.0,49.24
LINE-0001095,ORD-000446,PROD-000285,3,54.06,0.05,154.07
LINE-0001096,ORD-000447,PROD-000194,2,288.97,0.1,520.15
LINE-0001097,ORD-000447,PROD-000411,2,88.89,0.2,142.22
LINE-0001098,ORD-000447,PROD-000393,5,20.09,0.05,95.43
LINE-0001099,ORD-000448,PROD-000458,1,171.39,0.1,154.25
LINE-0001100,ORD-000448,PROD-000327,1,45.09,0.0,45.09
LINE-0001101,ORD-000448,PROD-000527,2,75.57,0.15,128.47
LINE-0001102,ORD-000448,PROD-000398,1,64.48,0.15,54.81
LINE-0001103,ORD-000449,PROD-000329,1,66.11,0.0,66.11
LINE-0001104,ORD-000449,PROD-000051,1,917.65,0.0,917.65
LINE-0001105,ORD-000449,PROD-000116,2,454.92,0.0,909.84
LINE-0001106,ORD-000450,PROD-000498,1,45.16,0.15,38.39
LINE-0001107,ORD-000451,PROD-000398,1,64.48,0.15,54.81
LINE-0001108,ORD-000451,PROD-000046,1,187.73,0.0,187.73
LINE-0001110,ORD-000453,PROD-000065,3,813.43,0.2,1952.23
LINE-0001111,ORD-000453,PROD-000238,1,235.54,0.15,200.21
LINE-0001112,ORD-000453,PROD-000412,2,12.55,0.05,23.84
LINE-0001113,ORD-000453,PROD-000217,2,376.02,0.2,601.63
LINE-0001114,ORD-000454,PROD-000105,1,1287.33,0.1,1158.6
LINE-0001115,ORD-000454,PROD-000536,3,19.02,0.15,48.5
LINE-0001116,ORD-000455,PROD-000058,2,21.77,0.0,43.54
LINE-0001117,ORD-000455,PROD-000396,2,31.87,0.0,63.74
LINE-0001120,ORD-000456,PROD-000313,5,144.33,0.0,721.65
LINE-0001121,ORD-000456,PROD-000262,2,150.0,0.1,270.0
LINE-0001122,ORD-000457,PROD-000392,4,50.05,0.25,150.15
LINE-0001123,ORD-000457,PROD-000288,4,195.24,0.2,624.77
LINE-0001124,ORD-000457,PROD-000453,1,161.91,0.0,161.91
LINE-0001125,ORD-000457,PROD-000449,2,80.84,0.15,137.43
LINE-0001126,ORD-000458,PROD-000275,1,184.54,0.15,156.86
LINE-0001127,ORD-000458,PROD-000169,2,355.13,0.2,568.21
LINE-0001128,ORD-000458,PROD-000015,1,841.49,0.15,715.27
LINE-0001129,ORD-000458,PROD-000326,1,166.49,0.25,124.87
LINE-0001130,ORD-000459,PROD-000356,2,85.61,0.15,145.54
LINE-0001131,ORD-000459,PROD-000030,2,66.16,0.05,125.7
LINE-0001132,ORD-000459,PROD-000470,2,59.9,0.05,113.81
LINE-0001133,ORD-000459,PROD-000323,1,181.54,0.0,181.54
LINE-0001134,ORD-000460,PROD-000136,1,53.41,0.2,42.73
LINE-0001135,ORD-000460,PROD-000254,5,72.61,0.2,290.44
LINE-0001136,ORD-000460,PROD-000386,1,81.01,0.0,81.01
LINE-0001137,ORD-000460,PROD-000271,1,122.91,0.0,122.91
LINE-0001138,ORD-000461,PROD-000352,2,115.09,0.2,184.14
LINE-0001139,ORD-000461,PROD-000304,1,178.65,0.15,151.85
LINE-0001140,ORD-000461,PROD-000056,2,282.57,0.15,480.37
LINE-0001141,ORD-000461,PROD-000114,1,153.95,0.05,146.25
LINE-0001142,ORD-000462,PROD-000010,3,127.42,0.2,305.81
LINE-0001143,ORD-000463,PROD-000196,4,58.68,0.0,234.72
LINE-0001144,ORD-000463,PROD-000124,4,372.72,0.0,1490.88
LINE-0001148,ORD-000465,PROD-000140,3,24.4,0.0,73.2
LINE-0001149,ORD-000465,PROD-000331,2,49.72,0.0,99.44
LINE-0001150,ORD-000465,PROD-000070,2,520.88,0.0,1041.76
LINE-0001151,ORD-000465,PROD-000407,2,55.51,0.0,111.02
LINE-0001152,ORD-000466,PROD-000105,2,1287.33,0.1,2317.19
LINE-0001153,ORD-000466,PROD-000097,2,1130.24,0.2,1808.38
LINE-0001154,ORD-000466,PROD-000389,1,99.07,0.0,99.07
LINE-0001155,ORD-000467,PROD-000016,1,139.07,0.0,139.07
LINE-0001156,ORD-000468,PROD-000537,2,192.0,0.0,384.0
LINE-0001157,ORD-000468,PROD-000413,1,60.66,0.05,57.63
LINE-0001158,ORD-000468,PROD-000501,3,115.85,0.0,347.55
LINE-0001159,ORD-000468,PROD-000515,2,39.01,0.0,78.02
LINE-0001163,ORD-000470,PROD-000172,2,358.58,0.0,717.16
LINE-0001164,ORD-000470,PROD-000443,1,35.06,0.0,35.06
LINE-0001165,ORD-000470,PROD-000079,3,786.25,0.0,2358.75
LINE-0001166,ORD-000471,PROD-000213,1,156.85,0.1,141.16
LINE-0001167,ORD-000472,PROD-000499,2,90.57,0.05,172.08
LINE-0001168,ORD-000472,PROD-000358,1,58.49,0.2,46.79
LINE-0001170,ORD-000473,PROD-000050,2,1454.47,0.0,2908.94
LINE-0001171,ORD-000473,PROD-000481,2,36.01,0.15,61.22
LINE-0001172,ORD-000474,PROD-000535,1,195.07,0.0,195.07
LINE-0001173,ORD-000474,PROD-000184,3,119.18,0.0,357.54
LINE-0001174,ORD-000474,PROD-000325,2,111.59,0.05,212.02
LINE-0001175,ORD-000475,PROD-000265,1,137.1,0.0,137.1
LINE-0001176,ORD-000475,PROD-000378,4,52.29,0.0,209.16
LINE-0001177,ORD-000475,PROD-000282,2,156.35,0.2,250.16
LINE-0001178,ORD-000476,PROD-000320,5,42.79,0.25,160.46
LINE-0001179,ORD-000476,PROD-000384,5,73.3,0.15,311.52
LINE-0001180,ORD-000476,PROD-000300,4,86.7,0.0,346.8
LINE-0001183,ORD-000478,PROD-000466,1,87.79,0.25,65.84
LINE-0001184,ORD-000478,PROD-000300,1,86.7,0.0,86.7
LINE-0001185,ORD-000479,PROD-000456,2,72.0,0.1,129.6
LINE-0001186,ORD-000479,PROD-000415,1,103.9,0.0,103.9
LINE-0001187,ORD-000479,PROD-000216,3,34.27,0.25,77.11
LINE-0001189,ORD-000480,PROD-000201,1,223.57,0.2,178.86
LINE-0001190,ORD-000481,PROD-000076,1,1180.25,0.15,1003.21
LINE-0001191,ORD-000481,PROD-000495,1,22.97,0.0,22.97
LINE-0001192,ORD-000482,PROD-000070,1,520.88,0.2,416.7
LINE-0001193,ORD-000483,PROD-000043,1,29.75,0.15,25.29
LINE-0001194,ORD-000483,PROD-000267,3,156.13,0.05,444.97
LINE-0001196,ORD-000485,PROD-000524,1,122.29,0.05,116.18
LINE-0001197,ORD-000485,PROD-000152,1,400.27,0.15,340.23
LINE-0001198,ORD-000485,PROD-000281,1,212.17,0.05,201.56
LINE-0001199,ORD-000486,PROD-000013,1,598.66,0.0,598.66
LINE-0001200,ORD-000486,PROD-000037,2,411.24,0.2,657.98
LINE-0001201,ORD-000486,PROD-000109,2,952.19,0.25,1428.28
LINE-0001202,ORD-000487,PROD-000526,1,15.1,0.2,12.08
LINE-0001203,ORD-000487,PROD-000301,2,43.8,0.15,74.46
LINE-0001204,ORD-000487,PROD-000535,1,195.07,0.0,195.07
LINE-0001205,ORD-000487,PROD-000070,1,520.88,0.1,468.79
LINE-0001206,ORD-000488,PROD-000266,3,185.8,0.1,501.66
LINE-0001207,ORD-000488,PROD-000376,1,115.65,0.2,92.52
LINE-0001208,ORD-000488,PROD-000274,3,143.12,0.0,429.36
LINE-0001209,ORD-000489,PROD-000378,1,52.29,0.25,39.22
LINE-0001210,ORD-000489,PROD-000069,1,1054.97,0.05,1002.22
LINE-0001211,ORD-000490,PROD-000112,1,330.17,0.0,330.17
LINE-0001212,ORD-000490,PROD-000016,1,139.07,0.0,139.07
LINE-0001213,ORD-000490,PROD-000336,5,14.85,0.25,55.69
LINE-0001214,ORD-000490,PROD-000252,1,112.15,0.1,100.94
LINE-0001215,ORD-000491,PROD-000443,3,35.06,0.0,105.18
LINE-0001216,ORD-000491,PROD-000549,3,31.57,0.1,85.24
LINE-0001217,ORD-000491,PROD-000535,2,195.07,0.15,331.62
LINE-0001218,ORD-000491,PROD-000162,1,15.34,0.25,11.5
LINE-0001219,ORD-000492,PROD-000499,1,90.57,0.1,81.51
LINE-0001220,ORD-000492,PROD-000110,1,849.31,0.25,636.98
LINE-0001222,ORD-000493,PROD-000393,1,20.09,0.0,20.09
LINE-0001223,ORD-000494,PROD-000398,4,64.48,0.1,232.13
LINE-0001224,ORD-000495,PROD-000282,2,156.35,0.05,297.06
LINE-0001225,ORD-000495,PROD-000138,1,428.93,0.05,407.48
LINE-0001227,ORD-000496,PROD-000542,1,143.62,0.0,143.62
LINE-0001228,ORD-000496,PROD-000247,4,222.1,0.0,888.4
LINE-0001229,ORD-000496,PROD-000249,1,180.47,0.25,135.35
LINE-0001231,ORD-000498,PROD-000180,3,385.62,0.0,1156.86
LINE-0001232,ORD-000498,PROD-000538,3,61.93,0.05,176.5
LINE-0001233,ORD-000499,PROD-000153,1,296.81,0.0,296.81
LINE-0001234,ORD-000499,PROD-000127,3,485.22,0.0,1455.66
LINE-0001235,ORD-000500,PROD-000194,1,288.97,0.05,274.52
LINE-0001236,ORD-000501,PROD-000003,2,266.03,0.0,532.06
LINE-0001237,ORD-000501,PROD-000017,1,144.94,0.2,115.95
LINE-0001238,ORD-000502,PROD-000452,1,144.03,0.0,144.03
LINE-0001239,ORD-000502,PROD-000396,1,31.87,0.25,23.9
LINE-0001240,ORD-000502,PROD-000120,1,471.1,0.2,376.88
LINE-0001241,ORD-000502,PROD-000047,1,977.93,0.0,977.93
LINE-0001242,ORD-000503,PROD-000087,3,586.35,0.1,1583.15
LINE-0001243,ORD-000504,PROD-000389,1,99.07,0.0,99.07
LINE-0001244,ORD-000504,PROD-000400,2,104.75,0.1,188.55
LINE-0001245,ORD-000505,PROD-000246,1,89.32,0.1,80.39
LINE-0001246,ORD-000506,PROD-000255,2,222.13,0.0,444.26
LINE-0001247,ORD-000506,PROD-000090,2,725.29,0.25,1087.94
LINE-0001248,ORD-000506,PROD-000531,1,60.65,0.1,54.58
LINE-0001249,ORD-000507,PROD-000144,2,424.11,0.2,678.58
LINE-0001250,ORD-000507,PROD-000204,4,495.22,0.15,1683.75
LINE-0001251,ORD-000507,PROD-000330,3,186.08,0.0,558.24
LINE-0001252,ORD-000507,PROD-000324,1,53.68,0.0,53.68
LINE-0001254,ORD-000509,PROD-000421,2,18.21,0.1,32.78
LINE-0001255,ORD-000509,PROD-000191,1,177.17,0.15,150.59
LINE-0001256,ORD-000509,PROD-000004,3,815.87,0.2,1958.09
LINE-0001257,ORD-000509,PROD-000386,1,81.01,0.25,60.76
LINE-0001258,ORD-000510,PROD-000347,3,27.56,0.0,82.68
LINE-0001259,ORD-000511,PROD-000454,1,149.0,0.2,119.2
LINE-0001260,ORD-000512,PROD-000440,1,11.44,0.0,11.44
LINE-0001261,ORD-000512,PROD-000283,5,87.19,0.2,348.76
LINE-0001262,ORD-000512,PROD-000097,3,1130.24,0.15,2882.11
LINE-0001263,ORD-000512,PROD-000077,3,73.36,0.1,198.07
LINE-0001264,ORD-000513,PROD-000095,4,733.78,0.05,2788.36
LINE-0001265,ORD-000514,PROD-000002,1,141.86,0.0,141.86
LINE-0001266,ORD-000514,PROD-000465,1,109.8,0.2,87.84
LINE-0001267,ORD-000514,PROD-000339,1,71.56,0.1,64.4
LINE-0001268,ORD-000515,PROD-000043,1,29.75,0.05,28.26
LINE-0001269,ORD-000515,PROD-000544,1,163.69,0.2,130.95
LINE-0001270,ORD-000515,PROD-000016,4,139.07,0.2,445.02
LINE-0001271,ORD-000515,PROD-000384,1,73.3,0.05,69.63
LINE-0001272,ORD-000516,PROD-000147,1,497.34,0.0,497.34
LINE-0001273,ORD-000516,PROD-000394,1,106.63,0.2,85.3
LINE-0001274,ORD-000516,PROD-000422,1,41.82,0.25,31.36
LINE-0001275,ORD-000517,PROD-000549,1,31.57,0.05,29.99
LINE-0001276,ORD-000518,PROD-000541,2,107.91,0.25,161.86
LINE-0001277,ORD-000518,PROD-000124,1,372.72,0.0,372.72
LINE-0001278,ORD-000518,PROD-000492,2,49.02,0.15,83.33
LINE-0001279,ORD-000518,PROD-000550,3,116.36,0.0,349.08
LINE-0001280,ORD-000519,PROD-000447,2,17.81,0.25,26.71
LINE-0001281,ORD-000519,PROD-000189,2,451.02,0.0,902.04
LINE-0001282,ORD-000519,PROD-000379,1,57.61,0.25,43.21
LINE-0001283,ORD-000520,PROD-000024,1,858.95,0.0,858.95
LINE-0001284,ORD-000520,PROD-000248,1,41.84,0.0,41.84
LINE-0001285,ORD-000520,PROD-000132,5,274.51,0.2,1098.04
LINE-0001286,ORD-000520,PROD-000023,2,739.06,0.15,1256.4
LINE-0001287,ORD-000521,PROD-000543,1,192.79,0.1,173.51
LINE-0001288,ORD-000521,PROD-000196,1,58.68,0.0,58.68
LINE-0001289,ORD-000521,PROD-000397,3,113.12,0.0,339.36
LINE-0001290,ORD-000521,PROD-000016,2,139.07,0.15,236.42
LINE-0001291,ORD-000522,PROD-000076,2,1180.25,0.15,2006.42
LINE-0001292,ORD-000522,PROD-000481,3,36.01,0.15,91.83
LINE-0001293,ORD-000523,PROD-000123,2,90.3,0.25,135.45
LINE-0001294,ORD-000523,PROD-000480,2,140.78,0.1,253.4
LINE-0001295,ORD-000523,PROD-000507,1,185.8,0.0,185.8
LINE-0001296,ORD-000524,PROD-000508,1,48.04,0.2,38.43
LINE-0001297,ORD-000524,PROD-000311,5,93.77,0.0,468.85
LINE-0001298,ORD-000525,PROD-000101,2,831.86,0.0,1663.72
LINE-0001299,ORD-000526,PROD-000097,1,1130.24,0.2,904.19
LINE-0001300,ORD-000526,PROD-000420,2,98.87,0.1,177.97
LINE-0001301,ORD-000526,PROD-000144,1,424.11,0.0,424.11
LINE-0001302,ORD-000527,PROD-000147,3,497.34,0.15,1268.22
LINE-0001303,ORD-000527,PROD-000497,1,185.59,0.0,185.59
LINE-0001304,ORD-000528,PROD-000055,3,793.6,0.0,2380.8
LINE-0001305,ORD-000528,PROD-000278,1,198.69,0.0,198.69
LINE-0001306,ORD-000528,PROD-000383,1,98.58,0.15,83.79
LINE-0001307,ORD-000528,PROD-000280,1,175.3,0.1,157.77
LINE-0001308,ORD-000529,PROD-000506,3,26.14,0.2,62.74
LINE-0001309,ORD-000529,PROD-000047,1,977.93,0.0,977.93
LINE-0001310,ORD-000529,PROD-000334,1,67.08,0.0,67.08
LINE-0001311,ORD-000530,PROD-000132,2,274.51,0.25,411.76
LINE-0001312,ORD-000530,PROD-000383,1,98.58,0.0,98.58
LINE-0001313,ORD-000531,PROD-000051,1,917.65,0.0,917.65
LINE-0001315,ORD-000532,PROD-000358,3,58.49,0.25,131.6
LINE-0001317,ORD-000532,PROD-000289,1,21.18,0.05,20.12
LINE-0001320,ORD-000534,PROD-000294,1,49.9,0.0,49.9
LINE-0001321,ORD-000534,PROD-000006,1,100.31,0.25,75.23
LINE-0001322,ORD-000534,PROD-000060,1,1157.62,0.0,1157.62
LINE-0001323,ORD-000535,PROD-000275,1,184.54,0.05,175.31
LINE-0001324,ORD-000535,PROD-000472,3,155.29,0.0,465.87
LINE-0001325,ORD-000536,PROD-000437,1,39.62,0.2,31.7
LINE-0001326,ORD-000536,PROD-000076,1,1180.25,0.15,1003.21
LINE-0001327,ORD-000537,PROD-000502,4,63.88,0.0,255.52
LINE-0001328,ORD-000538,PROD-000367,3,21.03,0.0,63.09
LINE-0001329,ORD-000539,PROD-000121,2,64.95,0.15,110.42
LINE-0001330,ORD-000540,PROD-000187,1,408.36,0.25,306.27
