order_key,customer_key,order_timestamp,order_status,payment_method,shipping_region,fulfillment_center
ORD-000609,CUST-000587,2025-11-08 19:54:00,Delivered,Credit Card,PA,FC-East-01
ORD-000610,CUST-000360,2025-06-10 19:38:00,Delivered,Direct Bank Transfer,TX,FC-East-01
ORD-000611,CUST-000541,2026-03-01 08:59:00,Processing,Credit Card,WA,FC-West-02
ORD-000612,CUST-000031,2025-08-02 00:33:00,Delivered,Direct Bank Transfer,FL,FC-West-02
ORD-000613,CUST-000378,2024-05-28 06:01:00,Delivered,Apple Pay,FL,FC-West-02
ORD-000614,CUST-000086,2026-02-15 22:08:00,Delivered,Apple Pay,GA,FC-Central-03
ORD-000615,CUST-000207,2024-05-05 11:45:00,Delivered,Direct Bank Transfer,GA,FC-Central-03
ORD-000616,CUST-000514,2025-04-22 16:25:00,Delivered,PayPal,TX,FC-Central-03
ORD-000617,CUST-000204,2026-01-04 22:17:00,Returned,Buy Now Pay Later,WA,FC-East-01
ORD-000618,CUST-000609,2024-12-16 05:50:00,Returned,PayPal,OH,FC-South-04
ORD-000619,CUST-000462,2025-04-09 19:47:00,Delivered,Apple Pay,WA,FC-Central-03
ORD-000620,CUST-000112,2025-10-14 12:27:00,Delivered,PayPal,PA,FC-North-05
ORD-000621,CUST-000387,2025-11-09 02:28:00,Delivered,PayPal,NC,FC-East-01
ORD-000623,CUST-000412,2024-03-02 03:11:00,Delivered,Apple Pay,TX,FC-South-04
ORD-000624,CUST-000371,2024-10-09 02:13:00,Cancelled,Apple Pay,TX,FC-Central-03
ORD-000625,CUST-000325,2024-06-05 00:20:00,Shipped,Credit Card,FL,FC-Central-03
ORD-000626,CUST-000482,2025-09-04 10:57:00,Delivered,PayPal,CA,FC-North-05
ORD-000627,CUST-000399,2024-11-17 19:13:00,Delivered,Direct Bank Transfer,CA,FC-West-02
ORD-000629,CUST-000437,2025-12-30 13:20:00,Delivered,Apple Pay,FL,FC-West-02
ORD-000630,CUST-000051,2026-05-02 15:31:00,Delivered,Credit Card,OH,FC-Central-03
ORD-000631,CUST-000124,2024-06-07 14:10:00,Cancelled,Direct Bank Transfer,WA,FC-Central-03
ORD-000632,CUST-000397,2024-09-30 18:01:00,Delivered,Apple Pay,CO,FC-East-01
ORD-000633,CUST-000596,2024-02-05 14:18:00,Delivered,PayPal,NY,FC-South-04
ORD-000634,CUST-000553,2025-07-25 01:21:00,Delivered,Credit Card,GA,FC-East-01
ORD-000635,CUST-000099,2026-05-30 13:46:00,Delivered,Apple Pay,PA,FC-Central-03
ORD-000636,CUST-000359,2025-03-16 02:35:00,Returned,Apple Pay,WA,FC-South-04
ORD-000637,CUST-000049,2025-03-09 09:44:00,Delivered,Buy Now Pay Later,CO,FC-South-04
ORD-000638,CUST-000126,2026-06-13 11:39:00,Delivered,Credit Card,FL,FC-East-01
ORD-000639,CUST-000049,2026-05-26 00:08:00,Delivered,Credit Card,MI,FC-Central-03
ORD-000640,CUST-000452,2024-09-19 05:05:00,Returned,PayPal,NC,FC-Central-03
ORD-000641,CUST-000006,2026-01-05 01:16:00,Delivered,Credit Card,NY,FC-East-01
ORD-000642,CUST-000315,2024-04-17 08:21:00,Processing,Direct Bank Transfer,IL,FC-South-04
ORD-000643,CUST-000176,2024-06-21 18:29:00,Delivered,Credit Card,PA,FC-West-02
ORD-000644,CUST-000153,2026-03-13 18:56:00,Shipped,Buy Now Pay Later,CO,FC-South-04
ORD-000646,CUST-000508,2024-11-14 10:49:00,Processing,Buy Now Pay Later,CA,FC-West-02
ORD-000647,CUST-000273,2026-03-26 09:45:00,Cancelled,Credit Card,NC,FC-Central-03
ORD-000648,CUST-000251,2025-12-07 20:47:00,Delivered,PayPal,CA,FC-East-01
ORD-000650,CUST-000194,2025-06-14 03:21:00,Delivered,PayPal,NC,FC-North-05
ORD-000651,CUST-000533,2026-06-29 10:48:00,Delivered,Apple Pay,CO,FC-South-04
ORD-000652,CUST-000159,2026-06-18 16:06:00,Processing,PayPal,PA,FC-West-02
ORD-000653,CUST-000399,2025-05-09 19:32:00,Returned,PayPal,FL,FC-South-04
ORD-000654,CUST-000071,2024-11-11 13:10:00,Delivered,Apple Pay,CO,FC-North-05
ORD-000655,CUST-000106,2024-06-30 14:56:00,Delivered,Credit Card,FL,FC-East-01
ORD-000656,CUST-000017,2025-05-17 05:17:00,Delivered,Credit Card,CO,FC-South-04
ORD-000657,CUST-000550,2025-05-09 11:16:00,Delivered,Credit Card,CA,FC-North-05
ORD-000658,CUST-000367,2025-04-17 06:09:00,Delivered,Buy Now Pay Later,OH,FC-North-05
ORD-000659,CUST-000527,2025-01-07 01:28:00,Delivered,Apple Pay,CA,FC-Central-03
ORD-000661,CUST-000195,2025-03-19 05:38:00,Delivered,Apple Pay,WA,FC-North-05
ORD-000662,CUST-000512,2025-07-16 13:06:00,Shipped,Credit Card,CA,FC-West-02
ORD-000663,CUST-000227,2024-05-28 01:57:00,Delivered,Credit Card,IL,FC-North-05
ORD-000664,CUST-000247,2024-04-08 17:06:00,Cancelled,Apple Pay,WA,FC-West-02
ORD-000665,CUST-000420,2025-03-08 12:06:00,Delivered,PayPal,GA,FC-Central-03
ORD-000666,CUST-000213,2024-07-25 06:22:00,Delivered,Apple Pay,IL,FC-North-05
ORD-000667,CUST-000004,2024-05-07 05:32:00,Delivered,Direct Bank Transfer,MI,FC-South-04
ORD-000668,CUST-000316,2026-06-23 22:15:00,Delivered,PayPal,CO,FC-Central-03
ORD-000669,CUST-000072,2024-07-20 05:21:00,Returned,Buy Now Pay Later,NY,FC-West-02
ORD-000670,CUST-000491,2025-04-14 10:01:00,Delivered,PayPal,CA,FC-Central-03
ORD-000671,CUST-000176,2025-12-27 00:38:00,Delivered,Apple Pay,WA,FC-South-04
ORD-000672,CUST-000002,2025-06-15 07:30:00,Cancelled,Credit Card,NY,FC-East-01
ORD-000673,CUST-000587,2025-12-28 09:53:00,Returned,PayPal,NC,FC-North-05
ORD-000674,CUST-000173,2026-03-15 04:49:00,Delivered,Credit Card,IL,FC-East-01
ORD-000675,CUST-000348,2025-05-09 15:47:00,Delivered,Apple Pay,IL,FC-North-05
ORD-000676,CUST-000505,2024-10-17 11:29:00,Delivered,Credit Card,IL,FC-Central-03
ORD-000677,CUST-000346,2025-07-15 21:54:00,Delivered,Direct Bank Transfer,CA,FC-South-04
ORD-000678,CUST-000279,2026-01-03 16:46:00,Delivered,Credit Card,OH,FC-West-02
ORD-000679,CUST-000228,2025-12-07 04:22:00,Delivered,Buy Now Pay Later,FL,FC-East-01
ORD-000680,CUST-000598,2026-02-28 22:27:00,Cancelled,Apple Pay,MI,FC-West-02
ORD-000681,CUST-000093,2024-08-17 12:40:00,Delivered,Credit Card,CO,FC-Central-03
ORD-000682,CUST-000564,2025-05-06 16:11:00,Delivered,Apple Pay,PA,FC-Central-03
ORD-000683,CUST-000405,2025-09-26 13:17:00,Delivered,Apple Pay,NY,FC-West-02
ORD-000684,CUST-000600,2025-07-17 22:21:00,Shipped,Direct Bank Transfer,OH,FC-East-01
ORD-000685,CUST-000471,2025-09-03 11:18:00,Delivered,Credit Card,GA,FC-East-01
ORD-000686,CUST-000152,2025-05-23 21:09:00,Processing,Direct Bank Transfer,WA,FC-Central-03
ORD-000687,CUST-000578,2025-12-12 05:19:00,Cancelled,Buy Now Pay Later,CA,FC-Central-03
ORD-000688,CUST-000305,2024-02-16 14:02:00,Delivered,PayPal,WA,FC-Central-03
ORD-000689,CUST-000128,2024-03-26 15:19:00,Delivered,Credit Card,PA,FC-South-04
ORD-000690,CUST-000001,2024-03-23 08:08:00,Delivered,Apple Pay,NC,FC-Central-03
ORD-000691,CUST-000581,2024-07-08 02:45:00,Delivered,Apple Pay,MI,FC-West-02
ORD-000692,CUST-000203,2025-04-18 18:58:00,Cancelled,Credit Card,FL,FC-Central-03
ORD-000693,CUST-000033,2025-05-30 11:15:00,Delivered,Buy Now Pay Later,OH,FC-South-04
ORD-000694,CUST-000102,2024-10-25 09:38:00,Shipped,Apple Pay,WA,FC-West-02
ORD-000695,CUST-000452,2025-12-27 10:51:00,Delivered,Direct Bank Transfer,CO,FC-West-02
ORD-000696,CUST-000207,2024-10-14 04:26:00,Delivered,Direct Bank Transfer,IL,FC-West-02
ORD-000697,CUST-000316,2024-04-28 09:36:00,Delivered,Buy Now Pay Later,TX,FC-North-05
ORD-000698,CUST-000389,2026-04-12 13:06:00,Delivered,PayPal,GA,FC-North-05
ORD-000699,CUST-000324,2025-06-30 21:45:00,Delivered,Apple Pay,PA,FC-South-04
ORD-000701,CUST-000028,2026-03-27 13:05:00,Delivered,PayPal,IL,FC-North-05
ORD-000702,CUST-000251,2025-09-17 16:23:00,Shipped,PayPal,NC,FC-North-05
ORD-000703,CUST-000586,2026-07-18 09:03:00,Delivered,Buy Now Pay Later,OH,FC-West-02
ORD-000704,CUST-000007,2025-05-19 16:29:00,Cancelled,Credit Card,NY,FC-East-01
ORD-000705,CUST-000279,2026-05-30 20:06:00,Delivered,Apple Pay,CA,FC-North-05
ORD-000706,CUST-000301,2025-09-02 15:44:00,Delivered,Apple Pay,CA,FC-East-01
ORD-000707,CUST-000606,2025-12-22 16:47:00,Delivered,Credit Card,NC,FC-West-02
ORD-000708,CUST-000149,2025-08-29 23:31:00,Delivered,PayPal,CO,FC-West-02
ORD-000710,CUST-000208,2024-05-28 02:00:00,Delivered,PayPal,CA,FC-North-05
ORD-000711,CUST-000539,2024-05-10 07:13:00,Returned,Credit Card,NY,FC-South-04
ORD-000712,CUST-000524,2025-04-30 12:03:00,Delivered,Credit Card,OH,FC-Central-03
ORD-000713,CUST-000501,2024-08-07 07:53:00,Delivered,Direct Bank Transfer,WA,FC-Central-03
ORD-000714,CUST-000455,2026-06-29 21:39:00,Delivered,Credit Card,TX,FC-South-04
ORD-000715,CUST-000023,2024-08-08 04:52:00,Delivered,PayPal,NC,FC-West-02
ORD-000716,CUST-000566,2024-08-24 15:30:00,Delivered,Apple Pay,CO,FC-Central-03
ORD-000717,CUST-000104,2025-09-25 15:23:00,Delivered,Apple Pay,OH,FC-South-04
ORD-000718,CUST-000111,2025-05-21 13:52:00,Delivered,Buy Now Pay Later,NY,FC-West-02
ORD-000719,CUST-000294,2025-05-14 03:36:00,Delivered,Buy Now Pay Later,WA,FC-East-01
ORD-000720,CUST-000314,2024-03-06 20:41:00,Returned,Direct Bank Transfer,NY,FC-South-04
ORD-000721,CUST-000368,2024-06-22 14:56:00,Delivered,Buy Now Pay Later,NY,FC-Central-03
ORD-000722,CUST-000164,2025-02-01 16:54:00,Processing,Direct Bank Transfer,PA,FC-West-02
ORD-000724,CUST-000583,2025-01-13 14:45:00,Delivered,PayPal,CO,FC-Central-03
ORD-000725,CUST-000314,2025-03-10 02:58:00,Shipped,Buy Now Pay Later,GA,FC-South-04
ORD-000726,CUST-000630,2025-12-06 05:36:00,Delivered,Direct Bank Transfer,IL,FC-North-05
ORD-000727,CUST-000134,2026-01-15 10:37:00,Shipped,Direct Bank Transfer,WA,FC-Central-03
ORD-000728,CUST-000642,2026-05-30 12:04:00,Delivered,Credit Card,MI,FC-East-01
ORD-000729,CUST-000164,2024-09-25 03:42:00,Delivered,Credit Card,CO,FC-South-04
ORD-000731,CUST-000398,2026-03-15 13:59:00,Delivered,Credit Card,WA,FC-East-01
ORD-000732,CUST-000259,2024-05-28 01:54:00,Delivered,Credit Card,PA,FC-South-04
ORD-000733,CUST-000631,2025-11-08 00:59:00,Delivered,PayPal,CA,FC-Central-03
ORD-000734,CUST-000466,2025-02-21 04:40:00,Delivered,Direct Bank Transfer,FL,FC-North-05
ORD-000735,CUST-000202,2024-10-16 15:28:00,Returned,Apple Pay,FL,FC-West-02
ORD-000736,CUST-000167,2025-04-20 16:51:00,Delivered,PayPal,WA,FC-East-01
ORD-000737,CUST-000025,2025-11-06 21:06:00,Delivered,PayPal,TX,FC-East-01
ORD-000738,CUST-000006,2025-02-03 13:36:00,Shipped,Direct Bank Transfer,PA,FC-East-01
ORD-000740,CUST-000215,2025-09-07 15:32:00,Shipped,Apple Pay,WA,FC-Central-03
ORD-000741,CUST-000579,2026-06-23 04:51:00,Delivered,Credit Card,OH,FC-South-04
ORD-000742,CUST-000650,2025-02-20 02:36:00,Delivered,Credit Card,NC,FC-West-02
ORD-000743,CUST-000309,2024-05-14 03:31:00,Shipped,PayPal,WA,FC-East-01
ORD-000744,CUST-000560,2025-01-04 00:14:00,Delivered,Apple Pay,OH,FC-Central-03
ORD-000745,CUST-000371,2024-04-10 05:18:00,Delivered,Credit Card,WA,FC-North-05
ORD-000747,CUST-000413,2025-10-26 01:34:00,Shipped,Credit Card,GA,FC-North-05
ORD-000748,CUST-000272,2025-11-30 00:02:00,Processing,Apple Pay,IL,FC-South-04
ORD-000749,CUST-000208,2025-01-08 01:08:00,Delivered,PayPal,MI,FC-North-05
ORD-000750,CUST-000342,2026-03-17 21:58:00,Delivered,Credit Card,GA,FC-West-02
ORD-000751,CUST-000075,2026-05-05 18:57:00,Returned,Direct Bank Transfer,PA,FC-East-01
ORD-000752,CUST-000073,2025-04-02 19:47:00,Delivered,Direct Bank Transfer,NC,FC-East-01
ORD-000753,CUST-000496,2024-06-12 08:46:00,Delivered,Credit Card,NY,FC-East-01
ORD-000754,CUST-000515,2025-07-04 07:41:00,Delivered,Apple Pay,GA,FC-South-04
ORD-000755,CUST-000314,2026-04-11 07:01:00,Delivered,Credit Card,FL,FC-East-01
ORD-000756,CUST-000554,2025-10-15 12:43:00,Processing,Credit Card,GA,FC-North-05
ORD-000757,CUST-000054,2025-03-03 12:44:00,Shipped,PayPal,MI,FC-South-04
ORD-000758,CUST-000443,2025-08-16 04:07:00,Delivered,Buy Now Pay Later,WA,FC-East-01
ORD-000759,CUST-000381,2025-01-26 06:21:00,Delivered,Buy Now Pay Later,FL,FC-East-01
ORD-000760,CUST-000240,2024-05-05 18:00:00,Delivered,PayPal,MI,FC-South-04
ORD-000761,CUST-000556,2025-09-04 01:51:00,Delivered,Credit Card,NY,FC-West-02
ORD-000762,CUST-000079,2024-03-30 04:28:00,Delivered,PayPal,NY,FC-Central-03
ORD-000763,CUST-000325,2025-01-24 19:41:00,Delivered,PayPal,TX,FC-Central-03
ORD-000764,CUST-000630,2025-03-14 15:42:00,Delivered,Credit Card,CA,FC-East-01
ORD-000765,CUST-000259,2025-08-10 06:31:00,Delivered,Apple Pay,GA,FC-West-02
ORD-000766,CUST-000313,2025-02-10 17:18:00,Delivered,PayPal,IL,FC-North-05
ORD-000767,CUST-000330,2026-01-15 17:32:00,Delivered,Credit Card,PA,FC-East-01
ORD-000768,CUST-000426,2026-01-23 19:31:00,Delivered,Apple Pay,FL,FC-East-01
ORD-000769,CUST-000142,2026-06-11 16:14:00,Delivered,Apple Pay,FL,FC-North-05
ORD-000770,CUST-000127,2025-02-16 23:52:00,Shipped,PayPal,FL,FC-East-01
ORD-000771,CUST-000456,2025-11-27 14:07:00,Shipped,Credit Card,NY,FC-South-04
ORD-000772,CUST-000279,2024-11-11 18:24:00,Shipped,Apple Pay,NY,FC-East-01
ORD-000773,CUST-000289,2026-06-25 19:24:00,Delivered,Buy Now Pay Later,OH,FC-East-01
ORD-000774,CUST-000398,2025-04-30 01:14:00,Shipped,PayPal,TX,FC-South-04
ORD-000775,CUST-000447,2025-07-30 01:42:00,Delivered,Apple Pay,NC,FC-East-01
ORD-000776,CUST-000361,2024-02-27 19:48:00,Delivered,Apple Pay,WA,FC-Central-03
ORD-000777,CUST-000224,2026-03-17 00:21:00,Delivered,Direct Bank Transfer,OH,FC-South-04
ORD-000780,CUST-000168,2025-02-25 14:47:00,Delivered,PayPal,NY,FC-West-02
ORD-000781,CUST-000291,2026-04-29 21:17:00,Shipped,Credit Card,NC,FC-West-02
ORD-000782,CUST-000306,2025-01-11 18:25:00,Delivered,Credit Card,IL,FC-North-05
ORD-000783,CUST-000375,2024-11-02 21:16:00,Delivered,Direct Bank Transfer,CA,FC-East-01
ORD-000784,CUST-000318,2025-09-05 21:20:00,Delivered,Apple Pay,GA,FC-West-02
ORD-000785,CUST-000479,2024-02-18 14:00:00,Delivered,Buy Now Pay Later,PA,FC-East-01
ORD-000786,CUST-000497,2025-11-15 17:13:00,Delivered,Buy Now Pay Later,WA,FC-East-01
ORD-000787,CUST-000082,2024-11-10 19:35:00,Delivered,Apple Pay,GA,FC-East-01
ORD-000788,CUST-000186,2024-10-22 08:16:00,Delivered,Buy Now Pay Later,FL,FC-West-02
ORD-000789,CUST-000180,2024-06-30 19:41:00,Shipped,Credit Card,CA,FC-West-02
ORD-000790,CUST-000040,2024-08-07 21:32:00,Cancelled,Buy Now Pay Later,PA,FC-North-05
ORD-000791,CUST-000043,2025-08-20 22:14:00,Delivered,Credit Card,IL,FC-Central-03
ORD-000792,CUST-000017,2025-12-26 11:34:00,Delivered,Credit Card,FL,FC-North-05
ORD-000793,CUST-000363,2024-05-22 02:32:00,Processing,Buy Now Pay Later,NC,FC-East-01
ORD-000794,CUST-000080,2024-09-30 06:20:00,Returned,Direct Bank Transfer,CO,FC-Central-03
ORD-000795,CUST-000431,2024-04-14 20:27:00,Delivered,Apple Pay,NY,FC-West-02
ORD-000796,CUST-000339,2025-10-14 11:21:00,Processing,Buy Now Pay Later,GA,FC-Central-03
ORD-000797,CUST-000305,2025-10-29 00:10:00,Cancelled,Apple Pay,IL,FC-East-01
ORD-000798,CUST-000155,2025-09-28 00:06:00,Shipped,Direct Bank Transfer,PA,FC-West-02
ORD-000799,CUST-000530,2026-02-02 23:32:00,Delivered,Direct Bank Transfer,FL,FC-Central-03
ORD-000800,CUST-000392,2026-05-31 18:02:00,Delivered,PayPal,CO,FC-South-04
ORD-000801,CUST-000081,2024-04-20 07:36:00,Delivered,Direct Bank Transfer,CO,FC-North-05
ORD-000802,CUST-000568,2026-02-21 13:34:00,Delivered,Credit Card,NY,FC-North-05
ORD-000803,CUST-000631,2025-05-29 21:33:00,Delivered,Direct Bank Transfer,PA,FC-South-04
ORD-000804,CUST-000278,2024-08-18 18:18:00,Delivered,PayPal,FL,FC-Central-03
ORD-000805,CUST-000375,2024-09-24 14:20:00,Delivered,Credit Card,GA,FC-West-02
ORD-000806,CUST-000425,2025-02-05 02:22:00,Delivered,Direct Bank Transfer,CA,FC-North-05
ORD-000807,CUST-000375,2025-12-01 15:38:00,Shipped,PayPal,OH,FC-South-04
ORD-000808,CUST-000238,2025-09-06 04:59:00,Delivered,Direct Bank Transfer,OH,FC-West-02
ORD-000809,CUST-000606,2025-12-13 04:38:00,Delivered,Apple Pay,PA,FC-Central-03
ORD-000810,CUST-000325,2024-05-31 02:26:00,Shipped,Buy Now Pay Later,TX,FC-North-05
ORD-000811,CUST-000596,2025-06-21 20:56:00,Processing,PayPal,GA,FC-West-02
ORD-000812,CUST-000016,2024-07-20 03:26:00,Returned,Apple Pay,MI,FC-North-05
ORD-000813,CUST-000487,2026-03-02 03:08:00,Processing,Credit Card,NY,FC-South-04
ORD-000814,CUST-000172,2024-04-15 04:32:00,Processing,Direct Bank Transfer,OH,FC-South-04
ORD-000815,CUST-000367,2024-06-10 12:44:00,Delivered,Direct Bank Transfer,MI,FC-West-02
ORD-000816,CUST-000304,2024-06-01 10:57:00,Delivered,Apple Pay,WA,FC-North-05
ORD-000817,CUST-000641,2024-05-21 23:02:00,Delivered,Credit Card,GA,FC-Central-03
ORD-000818,CUST-000424,2025-11-07 14:47:00,Delivered,Buy Now Pay Later,GA,FC-Central-03
ORD-000819,CUST-000139,2026-02-21 05:46:00,Cancelled,Direct Bank Transfer,CA,FC-North-05
ORD-000820,CUST-000157,2024-02-08 18:37:00,Delivered,Apple Pay,OH,FC-South-04
ORD-000821,CUST-000333,2025-04-25 05:32:00,Delivered,Direct Bank Transfer,CA,FC-Central-03
ORD-000822,CUST-000240,2024-12-01 15:21:00,Delivered,Credit Card,NC,FC-North-05
ORD-000823,CUST-000544,2025-09-16 16:54:00,Delivered,Buy Now Pay Later,PA,FC-Central-03
ORD-000824,CUST-000398,2024-12-23 05:09:00,Delivered,Credit Card,OH,FC-West-02
ORD-000826,CUST-000360,2024-11-18 05:07:00,Cancelled,Apple Pay,GA,FC-Central-03
ORD-000828,CUST-000240,2025-12-14 08:09:00,Shipped,Credit Card,NC,FC-West-02
ORD-000829,CUST-000527,2026-03-14 05:01:00,Delivered,Direct Bank Transfer,NC,FC-East-01
ORD-000830,CUST-000557,2026-04-29 06:00:00,Delivered,Buy Now Pay Later,PA,FC-East-01
ORD-000831,CUST-000211,2024-11-15 18:27:00,Delivered,Buy Now Pay Later,TX,FC-North-05
ORD-000832,CUST-000470,2024-11-29 03:45:00,Shipped,Credit Card,OH,FC-South-04
ORD-000833,CUST-000512,2024-10-27 02:55:00,Delivered,PayPal,MI,FC-Central-03
ORD-000834,CUST-000121,2025-01-28 02:47:00,Cancelled,PayPal,PA,FC-East-01
ORD-000835,CUST-000162,2025-07-04 10:17:00,Delivered,Buy Now Pay Later,CO,FC-North-05
ORD-000836,CUST-000076,2026-01-24 22:20:00,Delivered,Credit Card,CA,FC-South-04
ORD-000838,CUST-000009,2024-10-09 04:37:00,Delivered,Buy Now Pay Later,CO,FC-West-02
ORD-000839,CUST-000202,2024-10-29 15:09:00,Delivered,Buy Now Pay Later,MI,FC-West-02
ORD-000840,CUST-000515,2024-11-16 04:12:00,Returned,Credit Card,MI,FC-North-05
ORD-000841,CUST-000222,2024-02-04 13:04:00,Delivered,Buy Now Pay Later,WA,FC-North-05
ORD-000842,CUST-000216,2026-01-28 05:02:00,Delivered,Buy Now Pay Later,WA,FC-Central-03
ORD-000843,CUST-000394,2025-11-08 18:15:00,Delivered,Apple Pay,NC,FC-South-04
ORD-000844,CUST-000186,2026-07-18 09:53:00,Delivered,PayPal,CO,FC-Central-03
ORD-000845,CUST-000502,2025-06-16 20:25:00,Shipped,Direct Bank Transfer,NC,FC-Central-03
ORD-000846,CUST-000498,2024-11-29 03:14:00,Shipped,Credit Card,OH,FC-Central-03
ORD-000847,CUST-000463,2024-12-30 07:42:00,Delivered,Buy Now Pay Later,TX,FC-East-01
ORD-000848,CUST-000481,2024-12-23 21:07:00,Shipped,Apple Pay,MI,FC-South-04
ORD-000849,CUST-000133,2026-04-03 15:53:00,Delivered,Buy Now Pay Later,OH,FC-North-05
ORD-000850,CUST-000243,2024-03-01 09:17:00,Delivered,Direct Bank Transfer,OH,FC-West-02
ORD-000851,CUST-000063,2025-08-29 10:16:00,Delivered,Apple Pay,OH,FC-South-04
ORD-000852,CUST-000458,2025-04-11 12:16:00,Returned,Credit Card,GA,FC-Central-03
ORD-000853,CUST-000227,2025-01-13 20:52:00,Delivered,Credit Card,GA,FC-Central-03
ORD-000854,CUST-000425,2024-09-14 18:56:00,Delivered,PayPal,FL,FC-North-05
ORD-000855,CUST-000650,2024-05-23 19:39:00,Delivered,Apple Pay,WA,FC-West-02
ORD-000857,CUST-000346,2025-01-27 17:04:00,Delivered,Credit Card,FL,FC-North-05
ORD-000858,CUST-000375,2025-08-02 06:10:00,Delivered,Direct Bank Transfer,MI,FC-South-04
ORD-000859,CUST-000237,2024-11-24 05:58:00,Shipped,Apple Pay,OH,FC-Central-03
ORD-000861,CUST-000546,2024-05-15 16:25:00,Delivered,Buy Now Pay Later,TX,FC-East-01
ORD-000862,CUST-000293,2024-12-05 00:14:00,Delivered,PayPal,IL,FC-East-01
ORD-000863,CUST-000128,2026-05-13 12:41:00,Delivered,Buy Now Pay Later,MI,FC-West-02
ORD-000864,CUST-000279,2026-07-02 02:04:00,Delivered,Credit Card,MI,FC-North-05
ORD-000865,CUST-000431,2024-02-21 00:47:00,Processing,Direct Bank Transfer,TX,FC-North-05
ORD-000866,CUST-000099,2026-02-23 18:50:00,Delivered,Buy Now Pay Later,WA,FC-West-02
ORD-000867,CUST-000323,2026-04-14 10:27:00,Delivered,Direct Bank Transfer,IL,FC-East-01
ORD-000868,CUST-000284,2025-05-15 06:06:00,Returned,Apple Pay,GA,FC-North-05
ORD-000869,CUST-000390,2024-11-25 13:05:00,Delivered,PayPal,NC,FC-South-04
ORD-000870,CUST-000289,2025-06-09 09:58:00,Delivered,Direct Bank Transfer,FL,FC-North-05
ORD-000871,CUST-000396,2024-02-18 15:46:00,Cancelled,Buy Now Pay Later,NC,FC-Central-03
ORD-000872,CUST-000112,2025-05-09 07:36:00,Delivered,Credit Card,FL,FC-South-04
ORD-000873,CUST-000463,2025-02-13 15:36:00,Shipped,Credit Card,PA,FC-Central-03
ORD-000875,CUST-000215,2026-07-05 15:37:00,Delivered,PayPal,TX,FC-East-01
ORD-000876,CUST-000417,2025-10-24 15:33:00,Delivered,Direct Bank Transfer,NY,FC-West-02
ORD-000877,CUST-000512,2024-10-16 13:19:00,Delivered,Apple Pay,NY,FC-West-02
ORD-000878,CUST-000334,2026-01-06 18:38:00,Delivered,Buy Now Pay Later,IL,FC-East-01
ORD-000879,CUST-000217,2026-03-15 17:50:00,Delivered,Buy Now Pay Later,GA,FC-North-05
ORD-000880,CUST-000324,2025-11-29 07:20:00,Delivered,Buy Now Pay Later,NC,FC-South-04
ORD-000881,CUST-000575,2026-06-29 23:46:00,Shipped,Credit Card,OH,FC-East-01
ORD-000883,CUST-000126,2024-07-20 06:28:00,Shipped,Credit Card,OH,FC-East-01
ORD-000884,CUST-000514,2024-07-24 20:51:00,Delivered,Direct Bank Transfer,TX,FC-South-04
ORD-000885,CUST-000567,2025-04-04 12:00:00,Delivered,Apple Pay,OH,FC-East-01
ORD-000886,CUST-000305,2026-02-07 21:17:00,Delivered,Direct Bank Transfer,WA,FC-Central-03
ORD-000887,CUST-000385,2025-08-31 20:10:00,Delivered,PayPal,NC,FC-Central-03
ORD-000888,CUST-000212,2026-05-03 19:45:00,Cancelled,Apple Pay,WA,FC-North-05
ORD-000889,CUST-000260,2025-05-29 14:13:00,Delivered,Apple Pay,TX,FC-West-02
ORD-000890,CUST-000543,2026-02-02 15:00:00,Delivered,Apple Pay,TX,FC-South-04
ORD-000891,CUST-000155,2025-05-27 02:00:00,Processing,Apple Pay,FL,FC-West-02
ORD-000892,CUST-000098,2025-08-04 14:21:00,Delivered,Credit Card,WA,FC-East-01
ORD-000893,CUST-000485,2025-10-01 05:04:00,Delivered,Apple Pay,FL,FC-North-05
ORD-000894,CUST-000358,2025-11-05 00:59:00,Delivered,PayPal,IL,FC-Central-03
ORD-000896,CUST-000263,2025-08-28 17:41:00,Shipped,PayPal,WA,FC-East-01
ORD-000897,CUST-000158,2024-05-16 23:13:00,Delivered,Apple Pay,IL,FC-West-02
ORD-000898,CUST-000584,2024-05-15 04:51:00,Cancelled,Direct Bank Transfer,CO,FC-North-05
ORD-000899,CUST-000397,2025-01-04 18:49:00,Processing,Direct Bank Transfer,IL,FC-North-05
ORD-000900,CUST-000640,2025-12-16 15:13:00,Processing,PayPal,FL,FC-East-01
ORD-000901,CUST-000224,2024-05-04 19:09:00,Delivered,PayPal,GA,FC-West-02
ORD-000902,CUST-000001,2024-12-28 02:57:00,Delivered,Credit Card,NC,FC-West-02
ORD-000903,CUST-000456,2025-04-11 21:30:00,Processing,Apple Pay,NC,FC-Central-03
ORD-000905,CUST-000491,2025-01-29 09:53:00,Delivered,Direct Bank Transfer,NC,FC-Central-03
ORD-000906,CUST-000081,2025-10-12 06:10:00,Shipped,Apple Pay,OH,FC-West-02
ORD-000907,CUST-000580,2025-04-28 15:44:00,Delivered,Apple Pay,NC,FC-East-01
ORD-000908,CUST-000451,2025-11-29 11:11:00,Shipped,Credit Card,GA,FC-Central-03
ORD-000909,CUST-000359,2026-02-15 13:13:00,Cancelled,Direct Bank Transfer,FL,FC-North-05
ORD-000910,CUST-000396,2025-02-18 05:59:00,Shipped,Credit Card,GA,FC-West-02
