line_key,order_key,product_key,quantity,unit_price,discount_pct
LINE-0000870,ORD-000354,PROD-000097,4,1130.24,0.25
LINE-0000871,ORD-000354,PROD-000318,1,220.88,0.1
LINE-0000872,ORD-000355,PROD-000059,1,1314.73,0.0
LINE-0000873,ORD-000355,PROD-000206,1,41.44,0.2
LINE-0000874,ORD-000356,PROD-000086,1,1346.85,0.0
LINE-0000875,ORD-000356,PROD-000220,1,88.57,0.0
LINE-0000876,ORD-000356,PROD-000520,1,115.76,0.2
LINE-0000877,ORD-000356,PROD-000098,2,68.18,0.0
LINE-0000878,ORD-000357,PROD-000159,2,107.03,0.05
LINE-0000879,ORD-000357,PROD-000121,2,64.95,0.0
LINE-0000880,ORD-000358,PROD-000480,1,140.78,0.2
LINE-0000881,ORD-000359,PROD-000145,2,278.44,0.0
LINE-0000882,ORD-000359,PROD-000055,1,793.6,0.0
LINE-0000883,ORD-000359,PROD-000120,1,471.1,0.2
LINE-0000884,ORD-000359,PROD-000094,1,1434.54,1.5
LINE-0000885,ORD-000360,PROD-000135,1,94.18,0.0
LINE-0000886,ORD-000361,PROD-000126,1,487.86,0.0
LINE-0000887,ORD-000362,PROD-000142,3,0.0,0.05
LINE-0000888,ORD-000362,PROD-990247,2,11.62,0.05
LINE-0000889,ORD-000362,PROD-000550,2,116.36,0.05
LINE-0000890,ORD-000362,PROD-000456,1,72.0,0.0
LINE-0000891,ORD-000363,PROD-000202,3,215.58,0.15
LINE-0000892,ORD-000363,PROD-000449,2,80.84,0.05
LINE-0000893,ORD-000363,PROD-000397,1,113.12,0.0
LINE-0000894,ORD-000364,PROD-000475,2,120.5,0.0
LINE-0000895,ORD-000364,PROD-000316,1,163.58,0.0
LINE-0000896,ORD-000365,PROD-000185,1,291.76,0.1
LINE-0000897,ORD-000365,PROD-000105,1,1287.33,0.0
LINE-0000898,ORD-000365,PROD-000095,1,733.78,0.2
LINE-0000899,ORD-000366,PROD-000353,1,110.89,0.15
LINE-0000900,ORD-000366,PROD-000009,1,1086.01,0.0
LINE-0000901,ORD-000367,PROD-000301,1,43.8,0.0
LINE-0000902,ORD-000367,PROD-000392,4,50.05,0.0
LINE-0000903,ORD-000368,PROD-000383,1,98.58,0.2
LINE-0000904,ORD-000368,PROD-000366,1,117.71,0.0
LINE-0000905,ORD-000369,PROD-000224,1,60.55,0.15
LINE-0000906,ORD-000370,PROD-000517,3,104.59,0.0
LINE-0000907,ORD-000370,PROD-000018,2,292.3,0.05
LINE-0000908,ORD-000371,PROD-000124,4,372.72,0.2
LINE-0000909,ORD-000371,PROD-000148,1,244.31,0.15
LINE-0000910,ORD-000371,PROD-000290,-2,233.92,0.15
LINE-0000911,ORD-000371,PROD-000200,2,498.57,0.15
LINE-0000912,ORD-000372,PROD-000322,1,19.91,0.1
LINE-0000913,ORD-000372,PROD-000136,3,53.41,0.0
LINE-0000914,ORD-000372,PROD-990602,3,48.78,0.0
LINE-0000915,ORD-000372,PROD-000028,1,87.66,0.0
LINE-0000916,ORD-000373,PROD-000502,5,63.88,0.2
LINE-0000917,ORD-000373,PROD-000056,2,282.57,0.0
LINE-0000918,ORD-000374,PROD-000169,-5,355.13,0.25
LINE-0000919,ORD-000374,PROD-000499,1,90.57,0.1
LINE-0000920,ORD-000374,PROD-000242,1,57.59,0.0
LINE-0000921,ORD-000375,PROD-000064,3,177.73,0.0
LINE-0000922,ORD-000375,PROD-000461,-2,12.31,0.2
LINE-0000923,ORD-000376,PROD-000023,1,739.06,0.0
LINE-0000924,ORD-000376,PROD-000430,2,71.02,0.1
LINE-0000925,ORD-000376,PROD-000239,1,179.72,0.0
LINE-0000926,ORD-000376,PROD-000136,1,53.41,0.15
LINE-0000927,ORD-000377,PROD-000274,2,143.12,0.05
LINE-0000928,ORD-000377,PROD-000166,1,325.83,0.1
LINE-0000929,ORD-000377,PROD-000008,1,660.87,0.0
LINE-0000930,ORD-000378,PROD-000062,1,824.71,0.0
LINE-0000931,ORD-000378,PROD-000130,1,405.27,0.15
LINE-0000932,ORD-000379,PROD-000517,1,104.59,0.1
LINE-0000933,ORD-000379,PROD-000471,2,179.6,0.0
LINE-0000934,ORD-000379,PROD-990147,4,11.11,0.15
LINE-0000935,ORD-000379,PROD-000441,1,75.12,0.25
LINE-0000936,ORD-000380,PROD-000388,4,75.03,0.0
LINE-0000937,ORD-000380,PROD-000299,2,105.58,0.05
LINE-0000938,ORD-000380,PROD-000443,2,35.06,0.1
LINE-0000939,ORD-000381,PROD-000111,2,73.79,9.99
LINE-0000940,ORD-000381,PROD-000143,2,402.73,0.0
LINE-0000941,ORD-000381,PROD-000263,-5,225.65,0.0
LINE-0000942,ORD-000381,PROD-000481,1,36.01,0.0
LINE-0000943,ORD-000382,PROD-000124,1,372.72,0.0
LINE-0000944,ORD-000383,PROD-000217,1,376.02,0.0
LINE-0000945,ORD-000384,PROD-000241,1,246.15,0.1
LINE-0000946,ORD-000384,PROD-000105,2,1287.33,0.0
LINE-0000947,ORD-000384,PROD-000469,1,103.87,0.25
LINE-0000948,ORD-000384,PROD-000416,1,61.55,0.0
LINE-0000949,ORD-000385,PROD-000537,1,192.0,0.0
LINE-0000950,ORD-000385,PROD-000044,1,781.51,0.15
LINE-0000951,ORD-000385,PROD-000014,2,461.11,0.25
LINE-0000952,ORD-000385,PROD-000538,2,61.93,0.0
LINE-0000953,ORD-000386,PROD-000032,1,239.97,0.15
LINE-0000954,ORD-000386,PROD-000113,1,262.56,0.0
LINE-0000955,ORD-000387,PROD-000088,1,1434.05,0.2
LINE-0000956,ORD-000387,PROD-000205,1,128.23,0.25
LINE-0000957,ORD-000387,PROD-000529,2,175.09,0.0
LINE-0000958,ORD-000387,PROD-000044,2,781.51,0.05
LINE-0000959,ORD-000388,PROD-000482,1,29.45,0.05
LINE-0000960,ORD-000389,PROD-000083,1,764.68,0.15
LINE-0000961,ORD-000389,PROD-000049,5,102.74,0.1
LINE-0000962,ORD-000389,PROD-000302,2,175.06,0.25
LINE-0000963,ORD-000390,PROD-000209,1,140.44,0.0
LINE-0000964,ORD-000390,PROD-000418,1,110.42,0.05
LINE-0000965,ORD-000390,PROD-000184,1,119.18,0.0
LINE-0000966,ORD-000391,PROD-000453,4,161.91,0.0
LINE-0000967,ORD-000392,PROD-000549,1,31.57,0.2
LINE-0000968,ORD-000392,PROD-000371,1,86.7,0.2
LINE-0000969,ORD-000392,PROD-000465,-5,109.8,0.1
LINE-0000970,ORD-000393,PROD-000031,2,836.35,0.15
LINE-0000971,ORD-000393,PROD-000214,1,488.65,0.05
LINE-0000972,ORD-000393,PROD-000126,1,487.86,0.05
LINE-0000973,ORD-000393,PROD-000006,1,100.31,0.2
LINE-0000974,ORD-000394,PROD-000458,2,171.39,0.2
LINE-0000975,ORD-000394,PROD-000266,1,185.8,0.2
LINE-0000976,ORD-000395,PROD-000156,4,251.59,0.05
LINE-0000977,ORD-000395,PROD-000082,4,26.87,0.0
LINE-0000978,ORD-000395,PROD-000369,1,16.81,0.25
LINE-0000979,ORD-000395,PROD-000067,2,847.45,0.0
LINE-0000980,ORD-000396,PROD-000059,1,1314.73,0.1
LINE-0000981,ORD-000397,PROD-000432,1,34.01,0.15
LINE-0000982,ORD-000397,PROD-000443,2,35.06,0.0
LINE-0000983,ORD-000397,PROD-000105,1,1287.33,0.0
LINE-0000984,ORD-000397,PROD-000326,1,166.49,0.0
LINE-0000985,ORD-000398,PROD-000465,1,109.8,0.25
LINE-0000986,ORD-000399,PROD-000130,1,405.27,0.1
LINE-0000987,ORD-000399,PROD-000264,1,124.31,0.05
LINE-0000988,ORD-000399,PROD-000039,2,172.76,0.0
LINE-0000989,ORD-000399,PROD-000021,3,1093.86,0.1
LINE-0000990,ORD-000400,PROD-000330,2,186.08,0.05
LINE-0000991,ORD-000401,PROD-000332,3,21.55,0.0
LINE-0000992,ORD-000402,PROD-000267,1,156.13,0.0
LINE-0000993,ORD-000403,PROD-000517,3,104.59,0.25
LINE-0000994,ORD-000403,PROD-000412,1,12.55,0.05
LINE-0000995,ORD-000403,PROD-000550,1,116.36,0.0
LINE-0000996,ORD-000404,PROD-000483,4,141.02,0.0
LINE-0000997,ORD-000404,PROD-000457,1,158.43,0.2
LINE-0000998,ORD-000405,PROD-000307,1,206.66,0.0
LINE-0000999,ORD-000405,PROD-000107,1,1182.28,0.0
LINE-0001000,ORD-000405,PROD-000428,1,112.47,0.05
LINE-0001001,ORD-000405,PROD-000399,1,70.9,0.25
LINE-0001002,ORD-000406,PROD-000051,1,917.65,0.1
LINE-0001003,ORD-000406,PROD-000505,3,103.4,0.05
LINE-0001004,ORD-000406,PROD-000500,1,98.51,0.05
LINE-0001005,ORD-000407,PROD-000338,1,41.69,0.0
LINE-0001006,ORD-000407,PROD-000455,1,14.7,0.05
LINE-0001007,ORD-000408,PROD-000119,3,96.14,0.0
LINE-0001008,ORD-000408,PROD-000464,1,-13.33,0.1
LINE-0001009,ORD-000408,PROD-000016,1,139.07,0.0
LINE-0001010,ORD-000409,PROD-000145,1,278.44,0.0
LINE-0001011,ORD-000409,PROD-000027,2,1166.65,0.25
LINE-0001012,ORD-000409,PROD-000224,2,60.55,0.0
LINE-0001013,ORD-000409,PROD-000487,2,164.76,0.0
LINE-0001014,ORD-000410,PROD-000428,2,112.47,0.0
LINE-0001015,ORD-000411,PROD-000029,1,157.64,0.0
LINE-0001016,ORD-000411,PROD-000272,1,23.3,0.0
LINE-0001017,ORD-000412,PROD-000386,1,81.01,0.25
LINE-0001018,ORD-000412,PROD-000534,1,66.9,0.0
LINE-0001019,ORD-000413,PROD-000087,1,586.35,0.25
LINE-0001020,ORD-000414,PROD-000524,1,122.29,0.1
LINE-0001021,ORD-000415,PROD-000074,1,443.96,0.2
LINE-0001022,ORD-000416,PROD-000319,2,247.68,0.0
LINE-0001023,ORD-000416,PROD-000144,1,424.11,0.25
LINE-0001024,ORD-000416,PROD-000168,2,107.92,0.15
LINE-0001025,ORD-000417,PROD-000458,2,171.39,0.15
LINE-0001026,ORD-000417,PROD-000528,1,0.0,0.25
LINE-0001027,ORD-000418,PROD-000180,1,385.62,0.0
LINE-0001028,ORD-000419,PROD-000272,2,23.3,0.0
LINE-0001029,ORD-000420,PROD-000494,2,0.0,0.0
LINE-0001030,ORD-000420,PROD-000335,1,82.66,0.05
LINE-0001031,ORD-000420,PROD-000493,1,37.65,2.0
LINE-0001032,ORD-000420,PROD-000098,2,68.18,0.0
LINE-0001033,ORD-000421,PROD-000420,2,98.87,0.0
LINE-0001034,ORD-000421,PROD-000096,1,290.64,0.25
LINE-0001035,ORD-000421,PROD-000088,1,1434.05,0.1
LINE-0001036,ORD-000422,PROD-000441,3,75.12,0.0
LINE-0001037,ORD-000422,PROD-000525,1,15.34,0.25
LINE-0001038,ORD-000423,PROD-000497,3,185.59,0.15
LINE-0001039,ORD-000423,PROD-000052,1,627.92,0.05
LINE-0001040,ORD-000423,PROD-000281,1,212.17,0.0
LINE-0001041,ORD-000423,PROD-000045,1,910.98,0.1
LINE-0001042,ORD-000424,PROD-000441,1,75.12,0.0
LINE-0001043,ORD-000425,PROD-000445,4,96.62,0.05
LINE-0001044,ORD-000425,PROD-000046,1,187.73,0.0
LINE-0001045,ORD-000425,PROD-000515,4,39.01,0.25
LINE-0001046,ORD-000426,PROD-000235,1,247.2,0.15
LINE-0001047,ORD-000426,PROD-000349,3,42.44,0.0
LINE-0001048,ORD-000426,PROD-000394,4,106.63,0.25
LINE-0001049,ORD-000427,PROD-000191,2,177.17,0.1
LINE-0001050,ORD-000427,PROD-000307,1,206.66,0.2
LINE-0001051,ORD-000427,PROD-000047,2,977.93,0.2
LINE-0001052,ORD-000427,PROD-000439,1,47.47,0.05
LINE-0001053,ORD-000428,PROD-000447,4,17.81,0.25
LINE-0001054,ORD-000428,PROD-000027,1,1166.65,0.1
LINE-0001055,ORD-000428,PROD-000280,1,175.3,0.0
LINE-0001056,ORD-000429,PROD-000462,-1,50.97,0.0
LINE-0001057,ORD-000430,PROD-000354,2,19.9,0.2
LINE-0001058,ORD-000430,PROD-000107,5,1182.28,0.0
LINE-0001059,ORD-000431,PROD-000372,1,113.32,0.2
LINE-0001060,ORD-000431,PROD-000254,2,72.61,0.1
LINE-0001061,ORD-000432,PROD-000001,4,487.03,0.05
LINE-0001062,ORD-000432,PROD-000523,1,116.82,0.1
LINE-0001063,ORD-000433,PROD-000522,1,103.2,0.0
LINE-0001064,ORD-000433,PROD-000239,2,179.72,0.1
LINE-0001065,ORD-000433,PROD-000043,2,29.75,0.2
LINE-0001066,ORD-000433,PROD-000454,1,149.0,0.25
LINE-0001067,ORD-000434,PROD-000548,3,-96.74,0.0
LINE-0001068,ORD-000434,PROD-000463,1,163.07,0.2
LINE-0001069,ORD-000435,PROD-000066,4,1137.35,0.0
LINE-0001070,ORD-000436,PROD-000077,3,73.36,0.05
LINE-0001071,ORD-000436,PROD-000224,3,60.55,0.15
LINE-0001072,ORD-000436,PROD-000118,1,393.76,0.0
LINE-0001073,ORD-000437,PROD-000425,1,60.53,0.05
LINE-0001074,ORD-000437,PROD-000113,1,262.56,0.05
LINE-0001075,ORD-000438,PROD-000425,1,60.53,0.05
LINE-0001076,ORD-000438,PROD-000001,2,487.03,0.0
LINE-0001077,ORD-000438,PROD-000357,1,101.31,0.1
LINE-0001078,ORD-000438,PROD-000196,1,58.68,0.15
LINE-0001079,ORD-000439,PROD-000418,1,110.42,0.15
LINE-0001080,ORD-000440,PROD-000173,1,49.13,0.15
LINE-0001081,ORD-000441,PROD-000317,1,81.73,0.1
LINE-0001082,ORD-000441,PROD-000516,2,108.78,0.0
LINE-0001083,ORD-000441,PROD-000152,2,400.27,0.0
LINE-0001084,ORD-000442,PROD-000333,1,67.42,0.1
LINE-0001085,ORD-000442,PROD-000033,3,761.65,0.0
LINE-0001086,ORD-000442,PROD-000202,3,215.58,0.2
LINE-0001087,ORD-000442,PROD-000304,1,178.65,0.2
LINE-0001088,ORD-000443,PROD-000490,2,160.67,0.25
LINE-0001089,ORD-000444,PROD-000537,1,192.0,0.0
LINE-0001090,ORD-000445,PROD-000043,1,29.75,0.25
LINE-0001091,ORD-000445,PROD-000003,1,266.03,0.0
LINE-0001092,ORD-000445,PROD-000418,1,110.42,0.0
LINE-0001093,ORD-000446,PROD-000083,3,764.68,0.2
LINE-0001094,ORD-000446,PROD-000461,4,12.31,0.0
LINE-0001095,ORD-000446,PROD-000285,3,54.06,0.05
LINE-0001096,ORD-000447,PROD-000194,2,288.97,0.1
LINE-0001097,ORD-000447,PROD-000411,2,88.89,0.2
LINE-0001098,ORD-000447,PROD-000393,5,20.09,0.05
LINE-0001099,ORD-000448,PROD-000458,1,171.39,0.1
LINE-0001100,ORD-000448,PROD-000327,1,45.09,0.0
LINE-0001101,ORD-000448,PROD-000527,2,75.57,0.15
LINE-0001102,ORD-000448,PROD-000398,1,64.48,0.15
LINE-0001103,ORD-000449,PROD-000329,1,66.11,0.0
LINE-0001104,ORD-000449,PROD-000051,1,917.65,0.0
LINE-0001105,ORD-000449,PROD-000116,2,454.92,0.0
LINE-0001106,ORD-000450,PROD-000498,1,45.16,0.15
LINE-0001107,ORD-000451,PROD-000398,1,64.48,0.15
LINE-0001108,ORD-000451,PROD-000046,1,187.73,0.0
LINE-0001109,ORD-000452,PROD-000494,1,0.0,0.0
LINE-0001110,ORD-000453,PROD-000065,3,813.43,0.2
LINE-0001111,ORD-000453,PROD-000238,1,235.54,0.15
LINE-0001112,ORD-000453,PROD-000412,2,12.55,0.05
LINE-0001113,ORD-000453,PROD-000217,2,376.02,0.2
LINE-0001114,ORD-000454,PROD-000105,1,1287.33,0.1
LINE-0001115,ORD-000454,PROD-000536,3,19.02,0.15
LINE-0001116,ORD-000455,PROD-000058,2,21.77,0.0
LINE-0001117,ORD-000455,PROD-000396,2,31.87,0.0
LINE-0001118,ORD-000455,PROD-000506,-2,26.14,0.0
LINE-0001119,ORD-000456,PROD-000142,1,0.0,0.0
LINE-0001120,ORD-000456,PROD-000313,5,144.33,0.0
LINE-0001121,ORD-000456,PROD-000262,2,150.0,0.1
LINE-0001122,ORD-000457,PROD-000392,4,50.05,0.25
LINE-0001123,ORD-000457,PROD-000288,4,195.24,0.2
LINE-0001124,ORD-000457,PROD-000453,1,161.91,0.0
LINE-0001125,ORD-000457,PROD-000449,2,80.84,0.15
LINE-0001126,ORD-000458,PROD-000275,1,184.54,0.15
LINE-0001127,ORD-000458,PROD-000169,2,355.13,0.2
LINE-0001128,ORD-000458,PROD-000015,1,841.49,0.15
LINE-0001129,ORD-000458,PROD-000326,1,166.49,0.25
LINE-0001130,ORD-000459,PROD-000356,2,85.61,0.15
LINE-0001131,ORD-000459,PROD-000030,2,66.16,0.05
LINE-0001132,ORD-000459,PROD-000470,2,59.9,0.05
LINE-0001133,ORD-000459,PROD-000323,1,181.54,0.0
LINE-0001134,ORD-000460,PROD-000136,1,53.41,0.2
LINE-0001135,ORD-000460,PROD-000254,5,72.61,0.2
LINE-0001136,ORD-000460,PROD-000386,1,81.01,0.0
LINE-0001137,ORD-000460,PROD-000271,1,122.91,0.0
LINE-0001138,ORD-000461,PROD-000352,2,115.09,0.2
LINE-0001139,ORD-000461,PROD-000304,1,178.65,0.15
LINE-0001140,ORD-000461,PROD-000056,2,282.57,0.15
LINE-0001141,ORD-000461,PROD-000114,1,153.95,0.05
LINE-0001142,ORD-000462,PROD-000010,3,127.42,0.2
LINE-0001143,ORD-000463,PROD-000196,4,58.68,0.0
LINE-0001144,ORD-000463,PROD-000124,4,372.72,0.0
LINE-0001145,ORD-000464,PROD-000190,2,33.12,0.25
LINE-0001146,ORD-000464,PROD-000471,1,179.6,0.25
LINE-0001147,ORD-000464,PROD-000446,2,194.9,0.1
LINE-0001148,ORD-000465,PROD-000140,3,24.4,0.0
LINE-0001149,ORD-000465,PROD-000331,2,49.72,0.0
LINE-0001150,ORD-000465,PROD-000070,2,520.88,0.0
LINE-0001151,ORD-000465,PROD-000407,2,55.51,0.0
LINE-0001152,ORD-000466,PROD-000105,2,1287.33,0.1
LINE-0001153,ORD-000466,PROD-000097,2,1130.24,0.2
LINE-0001154,ORD-000466,PROD-000389,1,99.07,0.0
LINE-0001155,ORD-000467,PROD-000016,1,139.07,0.0
LINE-0001156,ORD-000468,PROD-000537,2,192.0,0.0
LINE-0001157,ORD-000468,PROD-000413,1,60.66,0.05
LINE-0001158,ORD-000468,PROD-000501,3,115.85,0.0
LINE-0001159,ORD-000468,PROD-000515,2,39.01,0.0
LINE-0001160,ORD-000469,PROD-000462,1,50.97,0.25
LINE-0001161,ORD-000469,PROD-000014,3,461.11,0.0
LINE-0001162,ORD-000469,PROD-000287,2,231.85,0.2
LINE-0001163,ORD-000470,PROD-000172,2,358.58,0.0
LINE-0001164,ORD-000470,PROD-000443,1,35.06,0.0
LINE-0001165,ORD-000470,PROD-000079,3,786.25,0.0
LINE-0001166,ORD-000471,PROD-000213,1,156.85,0.1
LINE-0001167,ORD-000472,PROD-000499,2,90.57,0.05
LINE-0001168,ORD-000472,PROD-000358,1,58.49,0.2
LINE-0001169,ORD-000473,PROD-000403,0,83.38,0.15
LINE-0001170,ORD-000473,PROD-000050,2,1454.47,0.0
LINE-0001171,ORD-000473,PROD-000481,2,36.01,0.15
LINE-0001172,ORD-000474,PROD-000535,1,195.07,0.0
LINE-0001173,ORD-000474,PROD-000184,3,119.18,0.0
LINE-0001174,ORD-000474,PROD-000325,2,111.59,0.05
LINE-0001175,ORD-000475,PROD-000265,1,137.1,0.0
LINE-0001176,ORD-000475,PROD-000378,4,52.29,0.0
LINE-0001177,ORD-000475,PROD-000282,2,156.35,0.2
LINE-0001178,ORD-000476,PROD-000320,5,42.79,0.25
LINE-0001179,ORD-000476,PROD-000384,5,73.3,0.15
LINE-0001180,ORD-000476,PROD-000300,4,86.7,0.0
LINE-0001181,ORD-000477,PROD-000080,2,1094.68,0.0
LINE-0001182,ORD-000477,PROD-000117,2,331.7,0.05
LINE-0001183,ORD-000478,PROD-000466,1,87.79,0.25
LINE-0001184,ORD-000478,PROD-000300,1,86.7,0.0
LINE-0001185,ORD-000479,PROD-000456,2,72.0,0.1
LINE-0001186,ORD-000479,PROD-000415,1,103.9,0.0
LINE-0001187,ORD-000479,PROD-000216,3,34.27,0.25
LINE-0001188,ORD-000479,PROD-000254,-5,72.61,0.0
LINE-0001189,ORD-000480,PROD-000201,1,223.57,0.2
LINE-0001190,ORD-000481,PROD-000076,1,1180.25,0.15
LINE-0001191,ORD-000481,PROD-000495,1,22.97,0.0
LINE-0001192,ORD-000482,PROD-000070,1,520.88,0.2
LINE-0001193,ORD-000483,PROD-000043,1,29.75,0.15
LINE-0001194,ORD-000483,PROD-000267,3,156.13,0.05
LINE-0001195,ORD-000484,PROD-000403,1,83.38,0.05
LINE-0001196,ORD-000485,PROD-000524,1,122.29,0.05
LINE-0001197,ORD-000485,PROD-000152,1,400.27,0.15
LINE-0001198,ORD-000485,PROD-000281,1,212.17,0.05
LINE-0001199,ORD-000486,PROD-000013,1,598.66,0.0
LINE-0001200,ORD-000486,PROD-000037,2,411.24,0.2
LINE-0001201,ORD-000486,PROD-000109,2,952.19,0.25
LINE-0001202,ORD-000487,PROD-000526,1,15.1,0.2
LINE-0001203,ORD-000487,PROD-000301,2,43.8,0.15
LINE-0001204,ORD-000487,PROD-000535,1,195.07,0.0
LINE-0001205,ORD-000487,PROD-000070,1,520.88,0.1
LINE-0001206,ORD-000488,PROD-000266,3,185.8,0.1
LINE-0001207,ORD-000488,PROD-000376,1,115.65,0.2
LINE-0001208,ORD-000488,PROD-000274,3,143.12,0.0
LINE-0001209,ORD-000489,PROD-000378,1,52.29,0.25
LINE-0001210,ORD-000489,PROD-000069,1,1054.97,0.05
LINE-0001211,ORD-000490,PROD-000112,1,330.17,0.0
LINE-0001212,ORD-000490,PROD-000016,1,139.07,0.0
LINE-0001213,ORD-000490,PROD-000336,5,14.85,0.25
LINE-0001214,ORD-000490,PROD-000252,1,112.15,0.1
LINE-0001215,ORD-000491,PROD-000443,3,35.06,0.0
LINE-0001216,ORD-000491,PROD-000549,3,31.57,0.1
LINE-0001217,ORD-000491,PROD-000535,2,195.07,0.15
LINE-0001218,ORD-000491,PROD-000162,1,15.34,0.25
LINE-0001219,ORD-000492,PROD-000499,1,90.57,0.1
LINE-0001220,ORD-000492,PROD-000110,1,849.31,0.25
LINE-0001221,ORD-000493,PROD-000265,2,137.1,1.5
LINE-0001222,ORD-000493,PROD-000393,1,20.09,0.0
LINE-0001223,ORD-000494,PROD-000398,4,64.48,0.1
LINE-0001224,ORD-000495,PROD-000282,2,156.35,0.05
LINE-0001225,ORD-000495,PROD-000138,1,428.93,0.05
LINE-0001226,ORD-000496,PROD-000170,2,-69.28,0.0
LINE-0001227,ORD-000496,PROD-000542,1,143.62,0.0
LINE-0001228,ORD-000496,PROD-000247,4,222.1,0.0
LINE-0001229,ORD-000496,PROD-000249,1,180.47,0.25
LINE-0001230,ORD-000497,PROD-000409,5,17.15,0.0
LINE-0001231,ORD-000498,PROD-000180,3,385.62,0.0
LINE-0001232,ORD-000498,PROD-000538,3,61.93,0.05
LINE-0001233,ORD-000499,PROD-000153,1,296.81,0.0
LINE-0001234,ORD-000499,PROD-000127,3,485.22,0.0
LINE-0001235,ORD-000500,PROD-000194,1,288.97,0.05
LINE-0001236,ORD-000501,PROD-000003,2,266.03,0.0
LINE-0001237,ORD-000501,PROD-000017,1,144.94,0.2
LINE-0001238,ORD-000502,PROD-000452,1,144.03,0.0
LINE-0001239,ORD-000502,PROD-000396,1,31.87,0.25
LINE-0001240,ORD-000502,PROD-000120,1,471.1,0.2
LINE-0001241,ORD-000502,PROD-000047,1,977.93,0.0
LINE-0001242,ORD-000503,PROD-000087,3,586.35,0.1
LINE-0001243,ORD-000504,PROD-000389,1,99.07,0.0
LINE-0001244,ORD-000504,PROD-000400,2,104.75,0.1
LINE-0001245,ORD-000505,PROD-000246,1,89.32,0.1
LINE-0001246,ORD-000506,PROD-000255,2,222.13,0.0
LINE-0001247,ORD-000506,PROD-000090,2,725.29,0.25
LINE-0001248,ORD-000506,PROD-000531,1,60.65,0.1
LINE-0001249,ORD-000507,PROD-000144,2,424.11,0.2
LINE-0001250,ORD-000507,PROD-000204,4,495.22,0.15
LINE-0001251,ORD-000507,PROD-000330,3,186.08,0.0
LINE-0001252,ORD-000507,PROD-000324,1,53.68,0.0
LINE-0001253,ORD-000508,PROD-000208,1,116.36,0.0
LINE-0001254,ORD-000509,PROD-000421,2,18.21,0.1
LINE-0001255,ORD-000509,PROD-000191,1,177.17,0.15
LINE-0001256,ORD-000509,PROD-000004,3,815.87,0.2
LINE-0001257,ORD-000509,PROD-000386,1,81.01,0.25
LINE-0001258,ORD-000510,PROD-000347,3,27.56,0.0
LINE-0001259,ORD-000511,PROD-000454,1,149.0,0.2
LINE-0001260,ORD-000512,PROD-000440,1,11.44,0.0
LINE-0001261,ORD-000512,PROD-000283,5,87.19,0.2
LINE-0001262,ORD-000512,PROD-000097,3,1130.24,0.15
LINE-0001263,ORD-000512,PROD-000077,3,73.36,0.1
LINE-0001264,ORD-000513,PROD-000095,4,733.78,0.05
LINE-0001265,ORD-000514,PROD-000002,1,141.86,0.0
LINE-0001266,ORD-000514,PROD-000465,1,109.8,0.2
LINE-0001267,ORD-000514,PROD-000339,1,71.56,0.1
LINE-0001268,ORD-000515,PROD-000043,1,29.75,0.05
LINE-0001269,ORD-000515,PROD-000544,1,163.69,0.2
LINE-0001270,ORD-000515,PROD-000016,4,139.07,0.2
LINE-0001271,ORD-000515,PROD-000384,1,73.3,0.05
LINE-0001272,ORD-000516,PROD-000147,1,497.34,0.0
LINE-0001273,ORD-000516,PROD-000394,1,106.63,0.2
LINE-0001274,ORD-000516,PROD-000422,1,41.82,0.25
LINE-0001275,ORD-000517,PROD-000549,1,31.57,0.05
LINE-0001276,ORD-000518,PROD-000541,2,107.91,0.25
LINE-0001277,ORD-000518,PROD-000124,1,372.72,0.0
LINE-0001278,ORD-000518,PROD-000492,2,49.02,0.15
LINE-0001279,ORD-000518,PROD-000550,3,116.36,0.0
LINE-0001280,ORD-000519,PROD-000447,2,17.81,0.25
LINE-0001281,ORD-000519,PROD-000189,2,451.02,0.0
LINE-0001282,ORD-000519,PROD-000379,1,57.61,0.25
LINE-0001283,ORD-000520,PROD-000024,1,858.95,0.0
LINE-0001284,ORD-000520,PROD-000248,1,41.84,0.0
LINE-0001285,ORD-000520,PROD-000132,5,274.51,0.2
LINE-0001286,ORD-000520,PROD-000023,2,739.06,0.15
LINE-0001287,ORD-000521,PROD-000543,1,192.79,0.1
LINE-0001288,ORD-000521,PROD-000196,1,58.68,0.0
LINE-0001289,ORD-000521,PROD-000397,3,113.12,0.0
LINE-0001290,ORD-000521,PROD-000016,2,139.07,0.15
LINE-0001291,ORD-000522,PROD-000076,2,1180.25,0.15
LINE-0001292,ORD-000522,PROD-000481,3,36.01,0.15
LINE-0001293,ORD-000523,PROD-000123,2,90.3,0.25
LINE-0001294,ORD-000523,PROD-000480,2,140.78,0.1
LINE-0001295,ORD-000523,PROD-000507,1,185.8,0.0
LINE-0001296,ORD-000524,PROD-000508,1,48.04,0.2
LINE-0001297,ORD-000524,PROD-000311,5,93.77,0.0
LINE-0001298,ORD-000525,PROD-000101,2,831.86,0.0
LINE-0001299,ORD-000526,PROD-000097,1,1130.24,0.2
LINE-0001300,ORD-000526,PROD-000420,2,98.87,0.1
LINE-0001301,ORD-000526,PROD-000144,1,424.11,0.0
LINE-0001302,ORD-000527,PROD-000147,3,497.34,0.15
LINE-0001303,ORD-000527,PROD-000497,1,185.59,0.0
LINE-0001304,ORD-000528,PROD-000055,3,793.6,0.0
